#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_1	507162	508088	efaA	1-927/927	===============	0/0	100.00	99.68	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_2	119293	125256	fss1	1-5964/5964	===============	0/0	100.00	98.47	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	156800	157531	fsrA	1-732/732	===============	0/0	100.00	99.73	vfdb	NP_815519	vfdb~~~fsrA~~~NP_815519 (fsrA) response regulator [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	157620	158348	fsrB	1-729/729	===============	0/0	100.00	99.04	vfdb	NP_815518	vfdb~~~fsrB~~~NP_815518 (fsrB) agrBfs protein [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	158345	159688	fsrC	1-1344/1344	===============	0/0	100.00	99.48	vfdb	NP_815517	vfdb~~~fsrC~~~NP_815517 (fsrC) histidine kinase putative [Fsr (VF0360)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	159923	161455	gelE	1-1533/1533	===============	0/0	100.00	98.76	vfdb	NP_815516	vfdb~~~gelE~~~NP_815516 (gelE) coccolysin [Gelatinase (VF0357)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	161504	162358	sprE	1-855/855	===============	0/0	100.00	98.95	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	824808	826388	ace	1-1581/2025	============...	0/0	78.07	95.57	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	829728	830572	srtC	1-845/855	===============	0/0	98.83	99.64	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	830666	832549	ebpC	1-1878/1878	========/======	1/6	100.00	99.36	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	832546	833976	ebpB	1-1431/1431	===============	0/0	100.00	99.37	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_4	833980	837291	ebpA	1-3312/3312	===============	0/0	100.00	99.46	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_6	53477	54519	EF3023	3077-4119/4119	...........====	0/0	25.32	96.74	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_6	54159	58021	EF3023	1-3863/4119	===============	0/0	93.78	98.50	vfdb	NP_816637	vfdb~~~EF3023~~~NP_816637 (EF3023) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
data/samples/MP8-17.fasta	MP8_17_DIV1238_trimmed_(paired)_contig_8	101312	102322	bopD	1-1011/1011	===============	0/0	100.00	98.91	vfdb	NP_814691	vfdb~~~bopD~~~NP_814691 (bopD) sugar-binding transcriptional regulator LacI family [BopD (VF0362)] [Enterococcus faecalis V583]
