#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_17	152210	153064	sprE	1-855/855	===============	0/0	100.00	98.83	vfdb	NP_815515	vfdb~~~sprE~~~NP_815515 (sprE) serine proteinase V8 family [SprE (VF0358)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_18	78370	80394	ace	1-2025/2025	===============	0/0	100.00	97.33	vfdb	NP_814829	vfdb~~~ace~~~NP_814829 (ace) collagen adhesin protein [Ace (VF0355)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_18	83474	84328	srtC	1-855/855	===============	0/0	100.00	99.18	vfdb	NP_814824	vfdb~~~srtC~~~NP_814824 (srtC) sortase [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_18	84422	86305	ebpC	1-1878/1878	========/======	1/6	100.00	99.05	vfdb	NP_814823	vfdb~~~ebpC~~~NP_814823 (ebpC) endocarditis and biofilm-associated pilus major subunit EbpC [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_18	86302	87732	ebpB	1-1431/1431	===============	0/0	100.00	98.95	vfdb	NP_814822	vfdb~~~ebpB~~~NP_814822 (ebpB) endocarditis and biofilm-associated pilus minor subunit EbpB [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_18	87736	91047	ebpA	1-3312/3312	===============	0/0	100.00	99.06	vfdb	NP_814821	vfdb~~~ebpA~~~NP_814821 (ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_2	22784	23710	efaA	1-927/927	===============	0/0	100.00	99.89	vfdb	NP_815739	vfdb~~~efaA~~~NP_815739 (efaA) endocarditis specific antigen [EfaA (VF0354)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_20	116037	119731	fss2	1-3695/4956	============...	0/0	74.56	97.64	vfdb	NP_816151	vfdb~~~fss2~~~NP_816151 (fss2) Enterococcus faecalis surface protein Fss2 fibrinogen binding protein [Fibrinogen binding protein (AI272)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_4	92895	98858	fss1	1-5964/5964	===============	0/0	100.00	98.81	vfdb	NP_813892	vfdb~~~fss1~~~NP_813892 (fss1) Enterococcus faecalis surface protein Fss1 fibrinogen binding protein [Fibrinogen binding protein (AI271)] [Enterococcus faecalis V583]
data/samples/MP9-10.fasta	MP9_10_DIV1229A_trimmed_(paired)_contig_6	15239	18253	EF0818	1-3015/3015	===============	0/0	100.00	99.57	vfdb	NP_814561	vfdb~~~EF0818~~~NP_814561 (EF0818) polysaccharide lyase family 8 [Hyaluronidase (VF0359)] [Enterococcus faecalis V583]
