locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOMGNHKM_00021	CDS	840				stage 0 sporulation family protein
HOMGNHKM_00021	gene	840				
HOMGNHKM_00022	CDS	348	yabA			DNA replication initiation control protein YabA
HOMGNHKM_00022	gene	348	yabA			
HOMGNHKM_00023	CDS	873				tetrapyrrole methylase family protein
HOMGNHKM_00023	gene	873				
HOMGNHKM_00024	CDS	663				ABC transporter ATP-binding protein
HOMGNHKM_00024	gene	663				
HOMGNHKM_00025	CDS	759	fetB		COG0390	putative iron export permease protein FetB
HOMGNHKM_00025	gene	759	fetB			
HOMGNHKM_00026	CDS	1119		2.7.7.7		DNA polymerase IV
HOMGNHKM_00026	gene	1119				
HOMGNHKM_00027	CDS	597		1.97.1.-		anaerobic ribonucleoside-triphosphate reductase activating protein
HOMGNHKM_00027	gene	597				
HOMGNHKM_00028	CDS	2184		1.17.4.2		anaerobic ribonucleoside triphosphate reductase
HOMGNHKM_00028	gene	2184				
HOMGNHKM_00029	CDS	768				ABC transporter ATP-binding protein
HOMGNHKM_00029	gene	768				
HOMGNHKM_00030	CDS	2097				efflux ABC transporter permease
HOMGNHKM_00030	gene	2097				
HOMGNHKM_00031	CDS	150				hypothetical protein
HOMGNHKM_00031	gene	150				
HOMGNHKM_00032	CDS	1521		6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 1
HOMGNHKM_00032	gene	1521				
HOMGNHKM_00033	CDS	1206		2.3.1.-		membrane bound O-acyl transferase
HOMGNHKM_00033	gene	1206				
HOMGNHKM_00034	CDS	237	dltC	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 2
HOMGNHKM_00034	gene	237	dltC			
HOMGNHKM_00035	CDS	1275	dltD			D-alanyl-lipoteichoic acid synthetase, DltD
HOMGNHKM_00035	gene	1275	dltD			
HOMGNHKM_00036	CDS	1083		3.4.11.-		M42 glutamyl aminopeptidase
HOMGNHKM_00036	gene	1083				
HOMGNHKM_00037	CDS	792				integral membrane protein
HOMGNHKM_00037	gene	792				
HOMGNHKM_00038	CDS	741		3.-.-.-		metallo-beta-lactamase domain-containing protein
HOMGNHKM_00038	gene	741				
HOMGNHKM_00039	CDS	1005		2.7.7.63		lipoyltransferase and lipoate-protein ligase A
HOMGNHKM_00039	gene	1005				
HOMGNHKM_00040	CDS	690		2.1.1.-		O-methyltransferase
HOMGNHKM_00040	gene	690				
HOMGNHKM_00041	CDS	564	ahpC	1.11.1.15		alkyl hydroperoxide reductase subunit C
HOMGNHKM_00041	gene	564	ahpC			
HOMGNHKM_00042	CDS	1683		1.18.1.2		Ferredoxin--NADP reductase
HOMGNHKM_00042	gene	1683				
HOMGNHKM_00043	CDS	591				hypothetical protein
HOMGNHKM_00043	gene	591				
HOMGNHKM_00044	CDS	534		2.7.7.7		exonuclease, DNA polymerase III, epsilon subunit family protein
HOMGNHKM_00044	gene	534				
HOMGNHKM_00045	CDS	756		3.1.11.2		exodeoxyribonuclease III
HOMGNHKM_00045	gene	756				
HOMGNHKM_00046	CDS	915		1.-.-.-		oxidoreductase family, NAD-binding Rossmann fold protein
HOMGNHKM_00046	gene	915				
HOMGNHKM_00047	CDS	903	murB_1	1.1.1.158		UDP-N-acetylenolpyruvoylglucosamine reductase
HOMGNHKM_00047	gene	903	murB_1			
HOMGNHKM_00048	CDS	639				transcriptional regulator
HOMGNHKM_00048	gene	639				
HOMGNHKM_00049	CDS	153	rpmG2			50S ribosomal protein L33
HOMGNHKM_00049	gene	153	rpmG2			
HOMGNHKM_00050	CDS	171				Preprotein translocase subunit SecE
HOMGNHKM_00050	gene	171				
HOMGNHKM_00051	CDS	546	nusG			transcription termination/antitermination factor NusG
HOMGNHKM_00051	gene	546	nusG			
HOMGNHKM_00052	CDS	879				hypothetical protein
HOMGNHKM_00052	gene	879				
HOMGNHKM_00053	CDS	723				hypothetical protein
HOMGNHKM_00053	gene	723				
HOMGNHKM_00054	CDS	1629				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
HOMGNHKM_00054	gene	1629				
HOMGNHKM_00055	CDS	1104		3.4.11.7		glutamyl aminopeptidase
HOMGNHKM_00055	gene	1104				
HOMGNHKM_00056	CDS	846	dppA	3.4.11.-	COG2362	D-aminopeptidase
HOMGNHKM_00056	gene	846	dppA			
HOMGNHKM_00057	CDS	873		4.3.1.17		L-serine dehydratase, iron-sulfur-dependent subunit alpha
HOMGNHKM_00057	gene	873				
HOMGNHKM_00058	CDS	669		4.3.1.17		L-serine dehydratase, iron-sulfur-dependent subunit beta
HOMGNHKM_00058	gene	669				
HOMGNHKM_00059	CDS	1497				ABC transporter ATP-binding protein
HOMGNHKM_00059	gene	1497				
HOMGNHKM_00060	CDS	423	rplK			50S ribosomal protein L11
HOMGNHKM_00060	gene	423	rplK			
HOMGNHKM_00061	CDS	690	rplA			50S ribosomal protein L1
HOMGNHKM_00061	gene	690	rplA			
HOMGNHKM_00062	CDS	501	rplJ			50S ribosomal protein L10
HOMGNHKM_00062	gene	501	rplJ			
HOMGNHKM_00063	CDS	369	rplL			50S ribosomal protein L7/L12
HOMGNHKM_00063	gene	369	rplL			
HOMGNHKM_00064	CDS	864				hypothetical protein
HOMGNHKM_00064	gene	864				
HOMGNHKM_00065	CDS	831				AraC-like ligand binding domain protein
HOMGNHKM_00065	gene	831				
HOMGNHKM_00066	CDS	1500				amino acid permease family protein
HOMGNHKM_00066	gene	1500				
HOMGNHKM_00067	CDS	3078	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
HOMGNHKM_00067	gene	3078	ebgA			
HOMGNHKM_00068	CDS	249				transglycosylase associated protein
HOMGNHKM_00068	gene	249				
HOMGNHKM_00069	CDS	1371		2.1.1.-		23S rRNA (uracil-5-)-methyltransferase
HOMGNHKM_00069	gene	1371				
HOMGNHKM_00070	CDS	801	recX			recombination regulator RecX
HOMGNHKM_00070	gene	801	recX			
HOMGNHKM_00071	CDS	1185		3.2.2.-		A/G-specific adenine glycosylase
HOMGNHKM_00071	gene	1185				
HOMGNHKM_00072	CDS	1125	lytR_1			transcriptional regulator
HOMGNHKM_00072	gene	1125	lytR_1			
HOMGNHKM_00073	CDS	432				hypothetical protein
HOMGNHKM_00073	gene	432				
HOMGNHKM_00074	CDS	525		2.3.1.-		acetyltransferase, GNAT family
HOMGNHKM_00074	gene	525				
HOMGNHKM_00075	CDS	822		3.6.1.-		NUDIX family hydrolase
HOMGNHKM_00075	gene	822				
HOMGNHKM_00076	CDS	1188				tellurite resistance protein
HOMGNHKM_00076	gene	1188				
HOMGNHKM_00077	CDS	681				hypothetical protein
HOMGNHKM_00077	gene	681				
HOMGNHKM_00078	CDS	585		3.6.1.-		nudix hydrolase, YffH family
HOMGNHKM_00078	gene	585				
HOMGNHKM_00079	CDS	297				hypothetical protein
HOMGNHKM_00079	gene	297				
HOMGNHKM_00080	CDS	696		3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HOMGNHKM_00080	gene	696				
HOMGNHKM_00081	CDS	267				GIY-YIG nuclease superfamily protein
HOMGNHKM_00081	gene	267				
HOMGNHKM_00082	CDS	735		2.1.1.-		methyltransferase small domain-containing protein
HOMGNHKM_00082	gene	735				
HOMGNHKM_00083	CDS	627		2.3.1.-		acyltransferase
HOMGNHKM_00083	gene	627				
HOMGNHKM_00084	CDS	1137	sbcD	3.1.11.-		exonuclease SbcD
HOMGNHKM_00084	gene	1137	sbcD			
HOMGNHKM_00085	CDS	3138	sbcC	3.1.11.-		exonuclease SbcC
HOMGNHKM_00085	gene	3138	sbcC			
HOMGNHKM_00086	CDS	3198				Snf2 family protein
HOMGNHKM_00086	gene	3198				
HOMGNHKM_00087	CDS	924				hypothetical protein
HOMGNHKM_00087	gene	924				
HOMGNHKM_00088	CDS	2172				hypothetical protein
HOMGNHKM_00088	gene	2172				
HOMGNHKM_00089	CDS	783				hypothetical protein
HOMGNHKM_00089	gene	783				
HOMGNHKM_00090	CDS	777				hypothetical protein
HOMGNHKM_00090	gene	777				
HOMGNHKM_00091	CDS	1026				cell wall surface anchor family protein
HOMGNHKM_00091	gene	1026				
HOMGNHKM_00092	CDS	714		3.-.-.-		HAD superfamily hydrolase
HOMGNHKM_00092	gene	714				
HOMGNHKM_00093	CDS	1716				ABC transporter ATP-binding protein
HOMGNHKM_00093	gene	1716				
HOMGNHKM_00094	CDS	1011	trpS_1	6.1.1.2		Tryptophanyl-tRNA synthetase II
HOMGNHKM_00094	gene	1011	trpS_1			
HOMGNHKM_00095	CDS	399	spxA			transcriptional regulator Spx
HOMGNHKM_00095	gene	399	spxA			
HOMGNHKM_00096	CDS	663				MecA negative regulator of genetic competence
HOMGNHKM_00096	gene	663				
HOMGNHKM_00097	CDS	1179				hypothetical protein
HOMGNHKM_00097	gene	1179				
HOMGNHKM_00098	CDS	1812		3.4.24.-		oligoendopeptidase F
HOMGNHKM_00098	gene	1812				
HOMGNHKM_00099	CDS	660		5.3.4.1		dithiol-disulfide isomerase
HOMGNHKM_00099	gene	660				
HOMGNHKM_00100	CDS	579		4.6.1.1		adenylate cyclase
HOMGNHKM_00100	gene	579				
HOMGNHKM_00101	CDS	675		2.7.6.5		GTP diphosphokinase
HOMGNHKM_00101	gene	675				
HOMGNHKM_00102	CDS	798	ppnK	2.7.1.23		inorganic polyphosphate/ATP-NAD kinase
HOMGNHKM_00102	gene	798	ppnK			
HOMGNHKM_00103	CDS	894		5.4.99.-		ribosomal large subunit pseudouridine synthase
HOMGNHKM_00103	gene	894				
HOMGNHKM_00104	CDS	1362	mgtE			magnesium transporter
HOMGNHKM_00104	gene	1362	mgtE			
HOMGNHKM_00105	CDS	630	cutC			copper homeostasis protein CutC
HOMGNHKM_00105	gene	630	cutC			
HOMGNHKM_00106	CDS	846		2.1.1.-		methyltransferase domain protein
HOMGNHKM_00106	gene	846				
HOMGNHKM_00107	CDS	507		2.1.1.-		TrmH family RNA methyltransferase
HOMGNHKM_00107	gene	507				
HOMGNHKM_00108	CDS	645		5.4.2.1		phosphoglycerate mutase family protein
HOMGNHKM_00108	gene	645				
HOMGNHKM_00109	CDS	2610				RecD/TraA family helicase
HOMGNHKM_00109	gene	2610				
HOMGNHKM_00110	CDS	960		2.7.1.107		diacylglycerol kinase catalytic subunit
HOMGNHKM_00110	gene	960				
HOMGNHKM_00111	CDS	507				integral membrane protein
HOMGNHKM_00111	gene	507				
HOMGNHKM_00112	CDS	1206	femB	2.3.2.18	COG2348	Aminoacyltransferase FemB
HOMGNHKM_00112	gene	1206	femB			
HOMGNHKM_00113	CDS	636				integral membrane protein
HOMGNHKM_00113	gene	636				
HOMGNHKM_00114	CDS	555	coaC	4.1.1.36		phosphopantothenoylcysteine decarboxylase
HOMGNHKM_00114	gene	555	coaC			
HOMGNHKM_00115	CDS	774		6.3.2.5		phosphopantothenate--cysteine ligase
HOMGNHKM_00115	gene	774				
HOMGNHKM_00116	CDS	993		1.6.5.-		YhdH/YhfP family quinone oxidoreductase
HOMGNHKM_00116	gene	993				
HOMGNHKM_00117	CDS	543				helix-turn-helix domain-containing protein
HOMGNHKM_00117	gene	543				
HOMGNHKM_00118	CDS	1086	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
HOMGNHKM_00118	gene	1086	potA			
HOMGNHKM_00119	CDS	807				spermidine/putrescine ABC superfamily ATP binding cassette transporter, membrane protein
HOMGNHKM_00119	gene	807				
HOMGNHKM_00120	CDS	837	potC_1			spermidine/putrescine transport system permease protein PotC
HOMGNHKM_00120	gene	837	potC_1			
HOMGNHKM_00121	CDS	1074				spermidine/putrescine-binding periplasmic protein PotD
HOMGNHKM_00121	gene	1074				
HOMGNHKM_00122	CDS	684				hypothetical protein
HOMGNHKM_00122	gene	684				
HOMGNHKM_00123	CDS	1293	gntP		COG2610	High-affinity gluconate transporter
HOMGNHKM_00123	gene	1293	gntP			
HOMGNHKM_00124	CDS	1149		2.7.1.31		glycerate kinase
HOMGNHKM_00124	gene	1149				
HOMGNHKM_00125	CDS	1014				hypothetical protein
HOMGNHKM_00125	gene	1014				
HOMGNHKM_00126	CDS	903		2.7.1.107		diacylglycerol kinase catalytic subunit
HOMGNHKM_00126	gene	903				
HOMGNHKM_00127	CDS	711				hypothetical protein
HOMGNHKM_00127	gene	711				
HOMGNHKM_00128	CDS	1710				Substrate binding domain of ABC-type glycine betaine transport system
HOMGNHKM_00128	gene	1710				
HOMGNHKM_00129	CDS	1191		3.6.3.32		glycine betaine transporter ATP-binding subunit
HOMGNHKM_00129	gene	1191				
HOMGNHKM_00130	CDS	633				GntR family transcriptional regulator
HOMGNHKM_00130	gene	633				
HOMGNHKM_00131	CDS	1947				ABC transporter ATP-binding protein
HOMGNHKM_00131	gene	1947				
HOMGNHKM_00132	CDS	651	rex1			redox-sensitive transcriptional regulator
HOMGNHKM_00132	gene	651	rex1			
HOMGNHKM_00133	CDS	654		3.4.-.-		CAAX amino terminal protease
HOMGNHKM_00133	gene	654				
HOMGNHKM_00134	CDS	177				hypothetical protein
HOMGNHKM_00134	gene	177				
HOMGNHKM_00135	CDS	285	groS			chaperonin GroS
HOMGNHKM_00135	gene	285	groS			
HOMGNHKM_00136	CDS	1626	groL			chaperonin GroL
HOMGNHKM_00136	gene	1626	groL			
HOMGNHKM_00137	CDS	720				hypothetical protein
HOMGNHKM_00137	gene	720				
HOMGNHKM_00138	CDS	711				hypothetical protein
HOMGNHKM_00138	gene	711				
HOMGNHKM_00139	CDS	1548				hypothetical protein
HOMGNHKM_00139	gene	1548				
HOMGNHKM_00140	CDS	411				cell wall teichoic acid glycosylation protein GtcA family protein
HOMGNHKM_00140	gene	411				
HOMGNHKM_00141	CDS	1485		2.4.2.11		Nicotinate phosphoribosyltransferase
HOMGNHKM_00141	gene	1485				
HOMGNHKM_00142	CDS	828	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
HOMGNHKM_00142	gene	828	nadE			
HOMGNHKM_00143	CDS	1806		3.6.3.3		cadmium-translocating P-type ATPase
HOMGNHKM_00143	gene	1806				
HOMGNHKM_00144	CDS	285				hypothetical protein
HOMGNHKM_00144	gene	285				
HOMGNHKM_00145	CDS	276		2.3.1.-		GNAT family acetyltransferase
HOMGNHKM_00145	gene	276				
HOMGNHKM_00146	CDS	237				preprotein translocase, SecG subunit
HOMGNHKM_00146	gene	237				
HOMGNHKM_00147	CDS	765		3.1.1.1		carboxylesterase
HOMGNHKM_00147	gene	765				
HOMGNHKM_00148	CDS	2370		3.1.-.-		ribonuclease R
HOMGNHKM_00148	gene	2370				
HOMGNHKM_00149	CDS	465	smpB			SsrA-binding protein
HOMGNHKM_00149	gene	465	smpB			
HOMGNHKM_00150	CDS	720	atpB	3.6.3.14		ATP synthase subunit C
HOMGNHKM_00150	gene	720	atpB			
HOMGNHKM_00151	CDS	222	atpE			ATP synthase subunit c
HOMGNHKM_00151	gene	222	atpE			
HOMGNHKM_00152	CDS	531	atpF	3.6.3.14		ATP synthase F0, B subunit
HOMGNHKM_00152	gene	531	atpF			
HOMGNHKM_00153	CDS	543	atpH	3.6.3.14		ATP synthase F1, delta subunit
HOMGNHKM_00153	gene	543	atpH			
HOMGNHKM_00154	CDS	1557	atpA	3.6.3.14		ATP synthase F1 subunit alpha
HOMGNHKM_00154	gene	1557	atpA			
HOMGNHKM_00155	CDS	909	atpG	3.6.3.14		ATP synthase F1 subunit gamma
HOMGNHKM_00155	gene	909	atpG			
HOMGNHKM_00156	CDS	1407	atpD	3.6.3.14		ATP synthase F1 subunit beta
HOMGNHKM_00156	gene	1407	atpD			
HOMGNHKM_00157	CDS	420	atpC	3.6.3.14		ATP synthase F1 subunit epsilon
HOMGNHKM_00157	gene	420	atpC			
HOMGNHKM_00158	CDS	237				membrane protein
HOMGNHKM_00158	gene	237				
HOMGNHKM_00159	CDS	1302	murA2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HOMGNHKM_00159	gene	1302	murA2			
HOMGNHKM_00160	CDS	177				hypothetical protein
HOMGNHKM_00160	gene	177				
HOMGNHKM_00161	CDS	369		2.7.1.-		PTS system, glucitol/sorbitol-specific IIA component
HOMGNHKM_00161	gene	369				
HOMGNHKM_00162	CDS	1170				permease
HOMGNHKM_00162	gene	1170				
HOMGNHKM_00163	CDS	627		1.7.-.-		azoreductase
HOMGNHKM_00163	gene	627				
HOMGNHKM_00164	CDS	843				BglG family transcriptional antiterminator
HOMGNHKM_00164	gene	843				
HOMGNHKM_00165	CDS	1881		2.7.1.69		PTS system beta-glucoside-specific transporter subunit IIABC
HOMGNHKM_00165	gene	1881				
HOMGNHKM_00166	CDS	1446		3.2.1.86		6-phospho-beta-glucosidase
HOMGNHKM_00166	gene	1446				
HOMGNHKM_00167	CDS	570		2.7.4.8		guanylate kinase
HOMGNHKM_00167	gene	570				
HOMGNHKM_00168	CDS	678				TetR family transcriptional regulator
HOMGNHKM_00168	gene	678				
HOMGNHKM_00169	CDS	1728				ABC transporter ATP-binding protein/permease
HOMGNHKM_00169	gene	1728				
HOMGNHKM_00170	CDS	1869				ABC transporter ATP-binding protein/permease
HOMGNHKM_00170	gene	1869				
HOMGNHKM_00171	CDS	846				glyoxalase family protein
HOMGNHKM_00171	gene	846				
HOMGNHKM_00172	CDS	1044		3.5.2.6		Beta-lactamase
HOMGNHKM_00172	gene	1044				
HOMGNHKM_00173	CDS	972		5.3.1.8		mannose-6-phosphate isomerase
HOMGNHKM_00173	gene	972				
HOMGNHKM_00174	CDS	546				integral membrane protein
HOMGNHKM_00174	gene	546				
HOMGNHKM_00175	CDS	981		3.2.2.-		inosine-uridine preferring nucleoside hydrolase
HOMGNHKM_00175	gene	981				
HOMGNHKM_00176	CDS	693				CobB/CobQ-like glutamine amidotransferase domain protein
HOMGNHKM_00176	gene	693				
HOMGNHKM_00177	CDS	1353				Mur ligase middle domain-containing protein
HOMGNHKM_00177	gene	1353				
HOMGNHKM_00178	CDS	639	dauR		COG2964	Transcriptional regulator DauR
HOMGNHKM_00178	gene	639	dauR			
HOMGNHKM_00179	CDS	1335	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
HOMGNHKM_00179	gene	1335	ssnA			
HOMGNHKM_00180	CDS	3006	ygfK		COG0493	Putative oxidoreductase YgfK
HOMGNHKM_00180	gene	3006	ygfK			
HOMGNHKM_00181	CDS	1374	pyrC_1	3.5.2.3		Dihydroorotase
HOMGNHKM_00181	gene	1374	pyrC_1			
HOMGNHKM_00182	CDS	1194	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
HOMGNHKM_00182	gene	1194	dpaL			
HOMGNHKM_00183	CDS	1311		3.4.13.-		Putative dipeptidase
HOMGNHKM_00183	gene	1311				
HOMGNHKM_00184	CDS	1194	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
HOMGNHKM_00184	gene	1194	ygeW			
HOMGNHKM_00185	CDS	945	arcC_1	2.7.2.2		Carbamate kinase
HOMGNHKM_00185	gene	945	arcC_1			
HOMGNHKM_00186	CDS	381	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
HOMGNHKM_00186	gene	381	yabJ_1			
HOMGNHKM_00187	CDS	1320				xanthine permease
HOMGNHKM_00187	gene	1320				
HOMGNHKM_00188	CDS	360				hypothetical protein
HOMGNHKM_00188	gene	360				
HOMGNHKM_00189	CDS	1008	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
HOMGNHKM_00189	gene	1008	pucA			
HOMGNHKM_00190	CDS	2574				hypothetical protein
HOMGNHKM_00190	gene	2574				
HOMGNHKM_00191	CDS	582	pucB		COG2068	Purine catabolism protein PucB
HOMGNHKM_00191	gene	582	pucB			
HOMGNHKM_00192	CDS	1149	csd_1	2.8.1.7		cysteine desulfurase
HOMGNHKM_00192	gene	1149	csd_1			
HOMGNHKM_00193	CDS	1023	selD	2.7.9.3	COG0709	Selenide, water dikinase
HOMGNHKM_00193	gene	1023	selD			
HOMGNHKM_00194	CDS	588				hypothetical protein
HOMGNHKM_00194	gene	588				
HOMGNHKM_00195	CDS	258				hypothetical protein
HOMGNHKM_00195	gene	258				
HOMGNHKM_00196	CDS	756				hypothetical protein
HOMGNHKM_00196	gene	756				
HOMGNHKM_00197	CDS	831				hypothetical protein
HOMGNHKM_00197	gene	831				
HOMGNHKM_00198	CDS	465				flavodoxin
HOMGNHKM_00198	gene	465				
HOMGNHKM_00199	CDS	840		1.3.98.1		dihydroorotate dehydrogenase, electron transfer subunit
HOMGNHKM_00199	gene	840				
HOMGNHKM_00200	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HOMGNHKM_00200	gene	1419	gltD			
HOMGNHKM_00201	CDS	3534		1.2.7.-		pyruvate flavodoxin oxidoreductase subunit alpha
HOMGNHKM_00201	gene	3534				
HOMGNHKM_00202	CDS	1416				cation transporter
HOMGNHKM_00202	gene	1416				
HOMGNHKM_00203	CDS	1518		1.3.99.1		fumarate reductase flavoprotein subunit
HOMGNHKM_00203	gene	1518				
HOMGNHKM_00204	CDS	585	tdk	2.7.1.21		Thymidine kinase
HOMGNHKM_00204	gene	585	tdk			
HOMGNHKM_00205	CDS	1074	prfA			peptide chain release factor 1
HOMGNHKM_00205	gene	1074	prfA			
HOMGNHKM_00206	CDS	834	hemK			modification methylase HemK
HOMGNHKM_00206	gene	834	hemK			
HOMGNHKM_00207	CDS	1023				Sua5/YciO/YrdC/YwlC family protein
HOMGNHKM_00207	gene	1023				
HOMGNHKM_00208	CDS	1239	glyA	2.1.2.1		serine hydroxymethyltransferase
HOMGNHKM_00208	gene	1239	glyA			
HOMGNHKM_00209	CDS	630	upp	2.4.2.9		uracil phosphoribosyltransferase
HOMGNHKM_00209	gene	630	upp			
HOMGNHKM_00210	CDS	273				hypothetical protein
HOMGNHKM_00210	gene	273				
HOMGNHKM_00211	CDS	237				hypothetical protein
HOMGNHKM_00211	gene	237				
HOMGNHKM_00212	tRNA	73				tRNA-Thr(cgt)
HOMGNHKM_00212	gene	73				
HOMGNHKM_00213	CDS	327				Branched-chain amino acid transport protein
HOMGNHKM_00213	gene	327				
HOMGNHKM_00214	CDS	708	azlC_1			azaleucine resistance protein AzlC_1
HOMGNHKM_00214	gene	708	azlC_1			
HOMGNHKM_00215	CDS	552				helix-turn-helix domain-containing protein
HOMGNHKM_00215	gene	552				
HOMGNHKM_00216	CDS	1332				hypothetical protein
HOMGNHKM_00216	gene	1332				
HOMGNHKM_00217	CDS	4743				hypothetical protein
HOMGNHKM_00217	gene	4743				
HOMGNHKM_00218	CDS	702				hypothetical protein
HOMGNHKM_00218	gene	702				
HOMGNHKM_00219	CDS	1437				M protein trans-acting positive regulator
HOMGNHKM_00219	gene	1437				
HOMGNHKM_00220	CDS	1188				FtsW/RodA/SpoVE family cell cycle protein
HOMGNHKM_00220	gene	1188				
HOMGNHKM_00221	CDS	360				ArsC family protein
HOMGNHKM_00221	gene	360				
HOMGNHKM_00222	CDS	324				glycine cleavage H-protein
HOMGNHKM_00222	gene	324				
HOMGNHKM_00223	CDS	1038	metN2_1	3.6.3.-		ABC transporter ATP-binding protein
HOMGNHKM_00223	gene	1038	metN2_1			
HOMGNHKM_00224	CDS	687				ABC transporter permease
HOMGNHKM_00224	gene	687				
HOMGNHKM_00225	CDS	819	metQ_1			putative D-methionine-binding lipoprotein MetQ
HOMGNHKM_00225	gene	819	metQ_1			
HOMGNHKM_00226	CDS	816	uppS	2.5.1.31		undecaprenyl diphosphate synthase
HOMGNHKM_00226	gene	816	uppS			
HOMGNHKM_00227	CDS	801		2.7.7.41		phosphatidate cytidylyltransferase
HOMGNHKM_00227	gene	801				
HOMGNHKM_00228	CDS	1170	tarF	2.7.8.45	COG1887	Teichoic acid glycerol-phosphate transferase
HOMGNHKM_00228	gene	1170	tarF			
HOMGNHKM_00229	CDS	1467				hypothetical protein
HOMGNHKM_00229	gene	1467				
HOMGNHKM_00230	CDS	2511	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HOMGNHKM_00230	gene	2511	arnC_1			
HOMGNHKM_00231	CDS	852				hypothetical protein
HOMGNHKM_00231	gene	852				
HOMGNHKM_00232	CDS	2454	murB_2	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
HOMGNHKM_00232	gene	2454	murB_2			
HOMGNHKM_00233	CDS	399				hypothetical protein
HOMGNHKM_00233	gene	399				
HOMGNHKM_00234	CDS	1140	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
HOMGNHKM_00234	gene	1140	glf			
HOMGNHKM_00235	CDS	1344	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
HOMGNHKM_00235	gene	1344	btuD_1			
HOMGNHKM_00236	CDS	813				ABC transporter
HOMGNHKM_00236	gene	813				
HOMGNHKM_00237	CDS	651				hypothetical protein
HOMGNHKM_00237	gene	651				
HOMGNHKM_00238	CDS	228				hypothetical protein
HOMGNHKM_00238	gene	228				
HOMGNHKM_00239	CDS	732	gph	3.1.3.18		Phosphoglycolate phosphatase
HOMGNHKM_00239	gene	732	gph			
HOMGNHKM_00240	CDS	267				hypothetical protein
HOMGNHKM_00240	gene	267				
HOMGNHKM_00241	CDS	810				hypothetical protein
HOMGNHKM_00241	gene	810				
