locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODAPGGNM_00079	gene	987	pdhA_1			
ODAPGGNM_00080	CDS	1410	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
ODAPGGNM_00080	gene	1410	pdhD_1			
ODAPGGNM_00081	CDS	1083	buk2	2.7.2.7	COG3426	putative butyrate kinase 2
ODAPGGNM_00081	gene	1083	buk2			
ODAPGGNM_00082	CDS	822	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
ODAPGGNM_00082	gene	822	pta			
ODAPGGNM_00083	CDS	1035				integral membrane protein
ODAPGGNM_00083	gene	1035				
ODAPGGNM_00084	CDS	723				hypothetical protein
ODAPGGNM_00084	gene	723				
ODAPGGNM_00085	CDS	699				hypothetical protein
ODAPGGNM_00085	gene	699				
ODAPGGNM_00086	CDS	795		1.1.1.100		3-oxoacyl-ACP reductase
ODAPGGNM_00086	gene	795				
ODAPGGNM_00087	CDS	429	mhqR		COG1846	HTH-type transcriptional regulator MhqR
ODAPGGNM_00087	gene	429	mhqR			
ODAPGGNM_00088	CDS	966				glyoxalase family protein
ODAPGGNM_00088	gene	966				
ODAPGGNM_00089	CDS	603		3.1.1.1		phospholipase/carboxylesterase
ODAPGGNM_00089	gene	603				
ODAPGGNM_00090	CDS	942		1.-.-.-		NAD(P)H quinone oxidoreductase
ODAPGGNM_00090	gene	942				
ODAPGGNM_00091	CDS	1284				hypothetical protein
ODAPGGNM_00091	gene	1284				
ODAPGGNM_00092	CDS	681				ABC transporter ATP-binding protein
ODAPGGNM_00092	gene	681				
ODAPGGNM_00093	CDS	732				hypothetical protein
ODAPGGNM_00093	gene	732				
ODAPGGNM_00094	CDS	855	bcrA			bacitracin transport ATP-binding protein BcrA
ODAPGGNM_00094	gene	855	bcrA			
ODAPGGNM_00095	CDS	369				hypothetical protein
ODAPGGNM_00095	gene	369				
ODAPGGNM_00096	CDS	444				hypothetical protein
ODAPGGNM_00096	gene	444				
ODAPGGNM_00097	CDS	555		3.4.21.89		signal peptidase I
ODAPGGNM_00097	gene	555				
ODAPGGNM_00098	CDS	1434	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
ODAPGGNM_00098	gene	1434	ctpA			
ODAPGGNM_00099	CDS	219				hypothetical protein
ODAPGGNM_00099	gene	219				
ODAPGGNM_00100	CDS	516	msrA	1.8.4.11		methionine sulfoxide reductase MsrA
ODAPGGNM_00100	gene	516	msrA			
ODAPGGNM_00101	CDS	645				hypothetical protein
ODAPGGNM_00101	gene	645				
ODAPGGNM_00102	CDS	900		3.1.1.47		GDSL-like lipase/acylhydrolase
ODAPGGNM_00102	gene	900				
ODAPGGNM_00103	CDS	843				DegV family protein
ODAPGGNM_00103	gene	843				
ODAPGGNM_00104	CDS	654				hemolysin III family channel protein
ODAPGGNM_00104	gene	654				
ODAPGGNM_00105	CDS	198				hypothetical protein
ODAPGGNM_00105	gene	198				
ODAPGGNM_00106	CDS	513	apt	2.4.2.7		adenine phosphoribosyltransferase
ODAPGGNM_00106	gene	513	apt			
ODAPGGNM_00107	CDS	2313	recJ	3.1.-.-		single-stranded-DNA-specific exonuclease RecJ
ODAPGGNM_00107	gene	2313	recJ			
ODAPGGNM_00108	CDS	468				hypothetical protein
ODAPGGNM_00108	gene	468				
ODAPGGNM_00109	CDS	789		1.1.1.-		short chain dehydrogenase/reductase family oxidoreductase
ODAPGGNM_00109	gene	789				
ODAPGGNM_00110	CDS	942	rnz	3.1.26.11		Ribonuclease Z
ODAPGGNM_00110	gene	942	rnz			
ODAPGGNM_00111	CDS	567				hypothetical protein
ODAPGGNM_00111	gene	567				
ODAPGGNM_00112	CDS	246				RNA-binding protein
ODAPGGNM_00112	gene	246				
ODAPGGNM_00113	CDS	276	rpsP			30S ribosomal protein S16
ODAPGGNM_00113	gene	276	rpsP			
ODAPGGNM_00114	CDS	804	mshD	2.3.1.189		Mycothiol acetyltransferase
ODAPGGNM_00114	gene	804	mshD			
ODAPGGNM_00115	CDS	555		1.5.1.30		flavin reductase
ODAPGGNM_00115	gene	555				
ODAPGGNM_00116	CDS	756				transcriptional regulator, MerR family
ODAPGGNM_00116	gene	756				
ODAPGGNM_00117	CDS	1419				signal recognition particle protein
ODAPGGNM_00117	gene	1419				
ODAPGGNM_00118	CDS	339				DNA-binding protein
ODAPGGNM_00118	gene	339				
ODAPGGNM_00119	CDS	465				hypothetical protein
ODAPGGNM_00119	gene	465				
ODAPGGNM_00120	CDS	711				response regulator receiver domain-containing protein
ODAPGGNM_00120	gene	711				
ODAPGGNM_00121	CDS	1776		2.7.13.3		sensory box histidine kinase
ODAPGGNM_00121	gene	1776				
ODAPGGNM_00122	CDS	891				phosphate-binding protein
ODAPGGNM_00122	gene	891				
ODAPGGNM_00123	CDS	1179		2.6.1.-		aromatic amino acid aminotransferase
ODAPGGNM_00123	gene	1179				
ODAPGGNM_00124	CDS	2691		3.2.1.-		glycosyl hydrolase family 38 protein
ODAPGGNM_00124	gene	2691				
ODAPGGNM_00125	CDS	1290				hypothetical protein
ODAPGGNM_00125	gene	1290				
ODAPGGNM_00126	CDS	1047				transcriptional regulator, GntR family
ODAPGGNM_00126	gene	1047				
ODAPGGNM_00127	CDS	930				LysR family transcriptional regulator
ODAPGGNM_00127	gene	930				
ODAPGGNM_00128	CDS	699		4.2.1.1		carbonic anhydrase
ODAPGGNM_00128	gene	699				
ODAPGGNM_00129	CDS	633	pyrE	2.4.2.10		orotate phosphoribosyltransferase
ODAPGGNM_00129	gene	633	pyrE			
ODAPGGNM_00130	CDS	714		4.1.1.23		Orotidine 5'-phosphate decarboxylase
ODAPGGNM_00130	gene	714				
ODAPGGNM_00131	CDS	939	pyrDB	1.3.98.1		Dihydroorotate dehydrogenase 1B
ODAPGGNM_00131	gene	939	pyrDB			
ODAPGGNM_00132	CDS	792		1.3.98.1		dihydroorotate dehydrogenase, electron transfer subunit
ODAPGGNM_00132	gene	792				
ODAPGGNM_00133	CDS	3183	carB	6.3.5.5		carbamoyl-phosphate synthase large subunit
ODAPGGNM_00133	gene	3183	carB			
ODAPGGNM_00134	CDS	1104	carA	6.3.5.5		carbamoyl-phosphate synthase small subunit
ODAPGGNM_00134	gene	1104	carA			
ODAPGGNM_00135	CDS	1284	pyrC_1	3.5.2.3		Dihydroorotase
ODAPGGNM_00135	gene	1284	pyrC_1			
ODAPGGNM_00136	CDS	927	pyrB	2.1.3.2		aspartate carbamoyltransferase
ODAPGGNM_00136	gene	927	pyrB			
ODAPGGNM_00137	CDS	1281				uracil permease
ODAPGGNM_00137	gene	1281				
ODAPGGNM_00138	CDS	537	pyrR	2.4.2.9		pyrimidine operon regulatory protein/uracil phosphoribosyltransferase PyrR
ODAPGGNM_00138	gene	537	pyrR			
ODAPGGNM_00139	CDS	906		5.4.99.-		RluA family pseudouridine synthase
ODAPGGNM_00139	gene	906				
ODAPGGNM_00140	CDS	486	lspA	3.4.23.36		lipoprotein signal peptidase
ODAPGGNM_00140	gene	486	lspA			
ODAPGGNM_00141	CDS	705				CBS domain pair protein
ODAPGGNM_00141	gene	705				
ODAPGGNM_00142	CDS	1671	fhs2	6.3.4.3		Formate--tetrahydrofolate ligase
ODAPGGNM_00142	gene	1671	fhs2			
ODAPGGNM_00143	CDS	207				cold shock domain-containing protein
ODAPGGNM_00143	gene	207				
ODAPGGNM_00144	CDS	462				EbsA
ODAPGGNM_00144	gene	462				
ODAPGGNM_00145	CDS	408		3.1.26.4		ribonuclease HI
ODAPGGNM_00145	gene	408				
ODAPGGNM_00146	CDS	495				YbaK/ebsC protein
ODAPGGNM_00146	gene	495				
ODAPGGNM_00147	CDS	762		4.2.1.10		3-dehydroquinate dehydratase
ODAPGGNM_00147	gene	762				
ODAPGGNM_00148	CDS	1785				ABC transporter ATP-binding protein
ODAPGGNM_00148	gene	1785				
ODAPGGNM_00149	CDS	1752		3.6.3.44		Multidrug resistance-like ATP-binding protein mdlA
ODAPGGNM_00149	gene	1752				
ODAPGGNM_00150	CDS	219				hypothetical protein
ODAPGGNM_00150	gene	219				
ODAPGGNM_00151	CDS	894	nfo	3.1.21.2		endonuclease IV
ODAPGGNM_00151	gene	894	nfo			
ODAPGGNM_00152	CDS	468				hypothetical protein
ODAPGGNM_00152	gene	468				
ODAPGGNM_00153	CDS	663				hypothetical protein
ODAPGGNM_00153	gene	663				
ODAPGGNM_00154	CDS	1263	tyrS1_1	6.1.1.1		tyrosyl-tRNA synthetase
ODAPGGNM_00154	gene	1263	tyrS1_1			
ODAPGGNM_00155	CDS	2382		2.4.-.-		glycosyl transferase
ODAPGGNM_00155	gene	2382				
ODAPGGNM_00156	CDS	1101				hypothetical protein
ODAPGGNM_00156	gene	1101				
ODAPGGNM_00157	CDS	693				ABC transporter ATP-binding protein
ODAPGGNM_00157	gene	693				
ODAPGGNM_00158	CDS	1002	ccpA			catabolite control protein A
ODAPGGNM_00158	gene	1002	ccpA			
ODAPGGNM_00159	CDS	1104		3.4.13.9		Xaa-Pro dipeptidase
ODAPGGNM_00159	gene	1104				
ODAPGGNM_00160	CDS	588				general stress protein
ODAPGGNM_00160	gene	588				
ODAPGGNM_00161	CDS	432				extracellular protein
ODAPGGNM_00161	gene	432				
ODAPGGNM_00162	CDS	897		2.7.7.9		UTP-glucose-1-phosphate uridylyltransferase
ODAPGGNM_00162	gene	897				
ODAPGGNM_00163	CDS	1023	gpsA	1.1.1.94		glycerol-3-phosphate dehydrogenase
ODAPGGNM_00163	gene	1023	gpsA			
ODAPGGNM_00164	CDS	837	lgt_1	2.4.99.-		Prolipoprotein diacylglyceryl transferase
ODAPGGNM_00164	gene	837	lgt_1			
ODAPGGNM_00165	CDS	936	hprK	2.7.11.-		HPr kinase/phosphorylase
ODAPGGNM_00165	gene	936	hprK			
ODAPGGNM_00166	CDS	963		3.1.25.-		excinuclease ABC
ODAPGGNM_00166	gene	963				
ODAPGGNM_00167	CDS	357				integral membrane protein
ODAPGGNM_00167	gene	357				
ODAPGGNM_00168	CDS	324				PspC domain protein
ODAPGGNM_00168	gene	324				
ODAPGGNM_00169	CDS	1602				hypothetical protein
ODAPGGNM_00169	gene	1602				
ODAPGGNM_00170	CDS	678	phoU			phosphate transport system regulatory protein PhoU
ODAPGGNM_00170	gene	678	phoU			
ODAPGGNM_00171	CDS	759	pstB1	3.6.3.27		phosphate ABC transporter ATP-binding protein
ODAPGGNM_00171	gene	759	pstB1			
ODAPGGNM_00172	CDS	810	pstB2	3.6.3.27		phosphate ABC transporter ATP-binding protein
ODAPGGNM_00172	gene	810	pstB2			
ODAPGGNM_00173	CDS	885	pstA			phosphate ABC transporter, permease protein PstA
ODAPGGNM_00173	gene	885	pstA			
ODAPGGNM_00174	CDS	921	pstC			phosphate ABC transporter permease PstC
ODAPGGNM_00174	gene	921	pstC			
ODAPGGNM_00175	CDS	855				phosphate binding protein
ODAPGGNM_00175	gene	855				
ODAPGGNM_00176	CDS	885				efflux ABC transporter, permease protein
ODAPGGNM_00176	gene	885				
ODAPGGNM_00177	CDS	687	ftsE			cell division ATP-binding protein FtsE
ODAPGGNM_00177	gene	687	ftsE			
ODAPGGNM_00178	CDS	984	prfB			peptide chain release factor 2
ODAPGGNM_00178	gene	984	prfB			
ODAPGGNM_00179	CDS	2538	secA			preprotein translocase, SecA subunit
ODAPGGNM_00179	gene	2538	secA			
ODAPGGNM_00180	CDS	552				ribosomal subunit interface protein
ODAPGGNM_00180	gene	552				
ODAPGGNM_00181	CDS	687				competence protein ComFC
ODAPGGNM_00181	gene	687				
ODAPGGNM_00182	CDS	1317				helicase
ODAPGGNM_00182	gene	1317				
ODAPGGNM_00183	CDS	717				hypothetical protein
ODAPGGNM_00183	gene	717				
ODAPGGNM_00184	CDS	336		2.7.1.69		PTS system cellobiose-specific transporter subunit IIB
ODAPGGNM_00184	gene	336				
ODAPGGNM_00185	CDS	288				hypothetical protein
ODAPGGNM_00185	gene	288				
ODAPGGNM_00186	CDS	663	yigZ		COG1739	IMPACT family member YigZ
ODAPGGNM_00186	gene	663	yigZ			
ODAPGGNM_00187	CDS	234				hypothetical protein
ODAPGGNM_00187	gene	234				
ODAPGGNM_00188	CDS	765		1.1.1.121		aldose dehydrogenase
ODAPGGNM_00188	gene	765				
ODAPGGNM_00189	CDS	522				membrane protein
ODAPGGNM_00189	gene	522				
ODAPGGNM_00190	CDS	735				Tim44-like domain-containing protein
ODAPGGNM_00190	gene	735				
ODAPGGNM_00191	CDS	330				hypothetical protein
ODAPGGNM_00191	gene	330				
ODAPGGNM_00192	CDS	1248		6.3.4.13		Phosphoribosylamine--glycine ligase
ODAPGGNM_00192	gene	1248				
ODAPGGNM_00193	CDS	1542	purH	2.1.2.3		bifunctional purine biosynthesis protein PurH
ODAPGGNM_00193	gene	1542	purH			
ODAPGGNM_00194	CDS	573		2.1.2.2		Phosphoribosylglycinamide formyltransferase
ODAPGGNM_00194	gene	573				
ODAPGGNM_00195	CDS	1032		6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
ODAPGGNM_00195	gene	1032				
ODAPGGNM_00196	CDS	1440		2.4.2.14		Amidophosphoribosyltransferase
ODAPGGNM_00196	gene	1440				
ODAPGGNM_00197	CDS	2220	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase II
ODAPGGNM_00197	gene	2220	purL			
ODAPGGNM_00198	CDS	675	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase I
ODAPGGNM_00198	gene	675	purQ			
ODAPGGNM_00199	CDS	252		6.3.5.3		phosphoribosylformylglycinamidine synthase subunit PurS
ODAPGGNM_00199	gene	252				
ODAPGGNM_00200	CDS	714	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
ODAPGGNM_00200	gene	714	purC			
ODAPGGNM_00201	CDS	1125		4.1.1.21		phosphoribosylaminoimidazole carboxylase, ATPase subunit
ODAPGGNM_00201	gene	1125				
ODAPGGNM_00202	CDS	489	purE	4.1.1.21		phosphoribosylaminoimidazole carboxylase catalytic subunit
ODAPGGNM_00202	gene	489	purE			
ODAPGGNM_00203	CDS	843				SPFH domain / Band 7 family protein
ODAPGGNM_00203	gene	843				
ODAPGGNM_00204	CDS	837		2.7.7.-		ISEfa8, transposase
ODAPGGNM_00204	gene	837				
ODAPGGNM_00205	CDS	291		2.7.7.-		ISEfa8, transposase
ODAPGGNM_00205	gene	291				
ODAPGGNM_00206	CDS	291		2.7.7.-		ISEfa8, transposase
ODAPGGNM_00206	gene	291				
ODAPGGNM_00207	CDS	288				hypothetical protein
ODAPGGNM_00207	gene	288				
ODAPGGNM_00208	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
ODAPGGNM_00208	gene	516	lacB			
ODAPGGNM_00209	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
ODAPGGNM_00209	gene	429	lacA			
ODAPGGNM_00210	CDS	495				hypothetical protein
ODAPGGNM_00210	gene	495				
ODAPGGNM_00211	CDS	303				hypothetical protein
ODAPGGNM_00211	gene	303				
ODAPGGNM_00212	CDS	1413		2.7.1.69		PTS system galactitol-specific transporter subunit IIC
ODAPGGNM_00212	gene	1413				
ODAPGGNM_00213	CDS	753				DeoR-like helix-turn-helix protein
ODAPGGNM_00213	gene	753				
ODAPGGNM_00214	CDS	1002				hypothetical protein
ODAPGGNM_00214	gene	1002				
ODAPGGNM_00215	CDS	579				HD domain-containing protein
ODAPGGNM_00215	gene	579				
ODAPGGNM_00216	CDS	906				polysaccharide deacetylase family protein
ODAPGGNM_00216	gene	906				
ODAPGGNM_00217	CDS	417				hypothetical protein
ODAPGGNM_00217	gene	417				
ODAPGGNM_00218	CDS	1179	xerC_2			site-specific tyrosine recombinase XerC-family protein
ODAPGGNM_00218	gene	1179	xerC_2			
ODAPGGNM_00219	CDS	309				hypothetical protein
ODAPGGNM_00219	gene	309				
ODAPGGNM_00220	CDS	5682				hypothetical protein
ODAPGGNM_00220	gene	5682				
ODAPGGNM_00221	CDS	1467				hypothetical protein
ODAPGGNM_00221	gene	1467				
ODAPGGNM_00222	CDS	1074				hypothetical protein
ODAPGGNM_00222	gene	1074				
ODAPGGNM_00223	CDS	189				RNA polymerase factor sigma-70
ODAPGGNM_00223	gene	189				
ODAPGGNM_00224	CDS	168				hypothetical protein
ODAPGGNM_00224	gene	168				
ODAPGGNM_00225	CDS	420				hypothetical protein
ODAPGGNM_00225	gene	420				
ODAPGGNM_00226	CDS	744				hypothetical protein
ODAPGGNM_00226	gene	744				
ODAPGGNM_00227	CDS	537				FtsK/SpoIIIE family protein
ODAPGGNM_00227	gene	537				
ODAPGGNM_00228	CDS	219				hypothetical protein
ODAPGGNM_00228	gene	219				
ODAPGGNM_00229	CDS	402				hypothetical protein
ODAPGGNM_00229	gene	402				
ODAPGGNM_00230	CDS	321				hypothetical protein
ODAPGGNM_00230	gene	321				
ODAPGGNM_00231	CDS	2016				LPXTG-motif protein cell wall anchor domain protein
ODAPGGNM_00231	gene	2016				
ODAPGGNM_00232	CDS	663				hypothetical protein
ODAPGGNM_00232	gene	663				
ODAPGGNM_00233	CDS	1278				hypothetical protein
ODAPGGNM_00233	gene	1278				
ODAPGGNM_00234	CDS	2313				hypothetical protein
ODAPGGNM_00234	gene	2313				
ODAPGGNM_00235	CDS	1530				hypothetical protein
ODAPGGNM_00235	gene	1530				
ODAPGGNM_00236	CDS	1173				hypothetical protein
ODAPGGNM_00236	gene	1173				
ODAPGGNM_00237	CDS	642				hypothetical protein
ODAPGGNM_00237	gene	642				
ODAPGGNM_00238	CDS	348	rplS			50S ribosomal protein L19
ODAPGGNM_00238	gene	348	rplS			
ODAPGGNM_00239	CDS	741	trmD			tRNA (guanine-N1)-methyltransferase
ODAPGGNM_00239	gene	741	trmD			
ODAPGGNM_00240	CDS	525	rimM			16S rRNA processing protein RimM
ODAPGGNM_00240	gene	525	rimM			
ODAPGGNM_00241	CDS	1362				metal ion transporter
ODAPGGNM_00241	gene	1362				
ODAPGGNM_00242	CDS	375				hypothetical protein
ODAPGGNM_00242	gene	375				
ODAPGGNM_00243	CDS	600				hypothetical protein
ODAPGGNM_00243	gene	600				
ODAPGGNM_00244	CDS	1803		3.1.4.46		glycerophosphodiester phosphodiesterase family protein
ODAPGGNM_00244	gene	1803				
ODAPGGNM_00245	CDS	687				Inhibitor of apoptosis-promoting Bax1
ODAPGGNM_00245	gene	687				
