locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHOECFDG_00029	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KHOECFDG_00029	gene	474	ispF			
KHOECFDG_00030	CDS	1458	gltX	6.1.1.17		glutamyl-tRNA synthetase
KHOECFDG_00030	gene	1458	gltX			
KHOECFDG_00031	CDS	540		2.3.1.30		Serine O-acetyltransferase
KHOECFDG_00031	gene	540				
KHOECFDG_00032	CDS	1413	cysS	6.1.1.16		cysteinyl-tRNA synthetase
KHOECFDG_00032	gene	1413	cysS			
KHOECFDG_00033	CDS	399		3.1.26.3		ribonuclease III
KHOECFDG_00033	gene	399				
KHOECFDG_00034	CDS	858		2.1.1.-		trmH family tRNA/rRNA methyltransferase
KHOECFDG_00034	gene	858				
KHOECFDG_00035	CDS	531				putative RNA-binding protein containing a PIN domain protein
KHOECFDG_00035	gene	531				
KHOECFDG_00036	CDS	567				RNA polymerase sigma-70 factor family protein
KHOECFDG_00036	gene	567				
KHOECFDG_00037	CDS	246				veg family protein
KHOECFDG_00037	gene	246				
KHOECFDG_00038	CDS	852	ispE	2.7.1.148		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
KHOECFDG_00038	gene	852	ispE			
KHOECFDG_00039	CDS	954				periplasmic solute binding family protein
KHOECFDG_00039	gene	954				
KHOECFDG_00040	CDS	693	adcC_1			ABC transporter ATP-binding protein
KHOECFDG_00040	gene	693	adcC_1			
KHOECFDG_00041	CDS	840				ABC transporter permease
KHOECFDG_00041	gene	840				
KHOECFDG_00042	CDS	822				pur operon repressor
KHOECFDG_00042	gene	822				
KHOECFDG_00043	CDS	1377	glmU	2.7.7.23		bifunctional N-acetylglucosamine-1-phosphate / uridyltransferase/glucosamine-1-phosphate acetyltransferase
KHOECFDG_00043	gene	1377	glmU			
KHOECFDG_00044	CDS	2142	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
KHOECFDG_00044	gene	2142	yfkN_1			
KHOECFDG_00045	CDS	1893	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
KHOECFDG_00045	gene	1893	mggB			
KHOECFDG_00046	CDS	1680				oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
KHOECFDG_00046	gene	1680				
KHOECFDG_00047	CDS	225				hypothetical protein
KHOECFDG_00047	gene	225				
KHOECFDG_00048	CDS	987	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
KHOECFDG_00048	gene	987	fgd			
KHOECFDG_00049	CDS	615	ruvA	3.6.1.-		Holliday junction DNA helicase RuvA
KHOECFDG_00049	gene	615	ruvA			
KHOECFDG_00050	CDS	1017	ruvB	3.6.1.-		Holliday junction DNA helicase RuvB
KHOECFDG_00050	gene	1017	ruvB			
KHOECFDG_00051	CDS	699		5.1.3.9		N-acetylmannosamine-6-phosphate 2-epimerase
KHOECFDG_00051	gene	699				
KHOECFDG_00052	CDS	2388	ygjK	3.2.1.-		Glucosidase YgjK
KHOECFDG_00052	gene	2388	ygjK			
KHOECFDG_00053	CDS	918				hypothetical protein
KHOECFDG_00053	gene	918				
KHOECFDG_00054	CDS	654				CarD family transcriptional regulator
KHOECFDG_00054	gene	654				
KHOECFDG_00055	CDS	894		1.1.1.-		short chain dehydrogenase/reductase family oxidoreductase
KHOECFDG_00055	gene	894				
KHOECFDG_00056	CDS	573				hypothetical protein
KHOECFDG_00056	gene	573				
KHOECFDG_00057	CDS	192				small integral membrane protein
KHOECFDG_00057	gene	192				
KHOECFDG_00058	CDS	513				alkaline shock protein 23 family protein
KHOECFDG_00058	gene	513				
KHOECFDG_00059	CDS	561				alkaline shock protein 23 family protein
KHOECFDG_00059	gene	561				
KHOECFDG_00060	CDS	243				transglycosylase associated protein
KHOECFDG_00060	gene	243				
KHOECFDG_00061	CDS	1236				transporter, major facilitator family protein
KHOECFDG_00061	gene	1236				
KHOECFDG_00062	CDS	180				hypothetical protein
KHOECFDG_00062	gene	180				
KHOECFDG_00063	CDS	1485				hypothetical protein
KHOECFDG_00063	gene	1485				
KHOECFDG_00064	CDS	1488				hypothetical protein
KHOECFDG_00064	gene	1488				
KHOECFDG_00065	CDS	5940				hypothetical protein
KHOECFDG_00065	gene	5940				
KHOECFDG_00066	CDS	915		2.7.1.107		diacylglycerol kinase catalytic subunit
KHOECFDG_00066	gene	915				
KHOECFDG_00067	CDS	1506				M protein trans-acting positive regulator
KHOECFDG_00067	gene	1506				
KHOECFDG_00068	CDS	240				hypothetical protein
KHOECFDG_00068	gene	240				
KHOECFDG_00069	CDS	3033				hypothetical protein
KHOECFDG_00069	gene	3033				
KHOECFDG_00070	CDS	762	focA		COG2116	putative formate transporter 1
KHOECFDG_00070	gene	762	focA			
KHOECFDG_00071	CDS	786				hypothetical protein
KHOECFDG_00071	gene	786				
KHOECFDG_00072	CDS	681				hypothetical protein
KHOECFDG_00072	gene	681				
KHOECFDG_00073	CDS	1107				hypothetical protein
KHOECFDG_00073	gene	1107				
KHOECFDG_00074	CDS	708		4.3.1.17		L-serine dehydratase, iron-sulfur-dependent subunit beta
KHOECFDG_00074	gene	708				
KHOECFDG_00075	CDS	894		4.3.1.17		L-serine dehydratase, iron-sulfur-dependent subunit alpha
KHOECFDG_00075	gene	894				
KHOECFDG_00076	CDS	1272	serS2_1	6.1.1.11		seryl-tRNA synthetase
KHOECFDG_00076	gene	1272	serS2_1			
KHOECFDG_00077	CDS	915		3.1.1.23	COG2267	Monoacylglycerol lipase
KHOECFDG_00077	gene	915				
KHOECFDG_00078	CDS	480				arginine repressor protein
KHOECFDG_00078	gene	480				
KHOECFDG_00079	CDS	498				arginine repressor protein
KHOECFDG_00079	gene	498				
KHOECFDG_00080	CDS	1227	arcA	3.5.3.6		arginine deiminase
KHOECFDG_00080	gene	1227	arcA			
KHOECFDG_00081	CDS	1020	arcB_1	2.1.3.3		ornithine carbamoyltransferase
KHOECFDG_00081	gene	1020	arcB_1			
KHOECFDG_00082	CDS	933	arcC_1	2.7.2.2		Carbamate kinase
KHOECFDG_00082	gene	933	arcC_1			
KHOECFDG_00083	CDS	693				cyclic nucleotide-binding domain-containing protein
KHOECFDG_00083	gene	693				
KHOECFDG_00084	CDS	1452				C4-dicarboxylate anaerobic carrier
KHOECFDG_00084	gene	1452				
KHOECFDG_00085	CDS	681				DJ-1/PfpI family protein
KHOECFDG_00085	gene	681				
KHOECFDG_00086	CDS	336				hypothetical protein
KHOECFDG_00086	gene	336				
KHOECFDG_00087	CDS	1017		1.-.-.-		zinc-binding alcohol dehydrogenase family protein
KHOECFDG_00087	gene	1017				
KHOECFDG_00088	CDS	2508				hypothetical protein
KHOECFDG_00088	gene	2508				
KHOECFDG_00089	CDS	1269	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
KHOECFDG_00089	gene	1269	rutC			
KHOECFDG_00090	CDS	444				hypothetical protein
KHOECFDG_00090	gene	444				
KHOECFDG_00091	CDS	1413				GntR family transcriptional regulator
KHOECFDG_00091	gene	1413				
KHOECFDG_00092	CDS	966		4.3.1.12		ornithine cyclodeaminase/mu-crystallin family protein
KHOECFDG_00092	gene	966				
KHOECFDG_00093	CDS	789		5.1.-.-		phenazine biosynthesis protein PhzF family protein
KHOECFDG_00093	gene	789				
KHOECFDG_00094	CDS	546				hypothetical protein
KHOECFDG_00094	gene	546				
KHOECFDG_00095	CDS	297				hypothetical protein
KHOECFDG_00095	gene	297				
KHOECFDG_00096	CDS	1563	guaA	6.3.5.2		GMP synthase
KHOECFDG_00096	gene	1563	guaA			
KHOECFDG_00097	CDS	924	coaA	2.7.1.33		pantothenate kinase
KHOECFDG_00097	gene	924	coaA			
KHOECFDG_00098	CDS	588				hypothetical protein
KHOECFDG_00098	gene	588				
KHOECFDG_00099	CDS	609				16S rRNA small subunit methyltransferase C
KHOECFDG_00099	gene	609				
KHOECFDG_00100	CDS	1014	add	3.5.4.4	COG1816	Adenosine deaminase
KHOECFDG_00100	gene	1014	add			
KHOECFDG_00101	CDS	1008				LacI family transcriptional regulator
KHOECFDG_00101	gene	1008				
KHOECFDG_00102	CDS	1302	pdp	2.4.2.2		pyrimidine-nucleoside phosphorylase
KHOECFDG_00102	gene	1302	pdp			
KHOECFDG_00103	CDS	663	deoC	4.1.2.4		deoxyribose-phosphate aldolase
KHOECFDG_00103	gene	663	deoC			
KHOECFDG_00104	CDS	396		3.5.4.5		cytidine deaminase
KHOECFDG_00104	gene	396				
KHOECFDG_00105	CDS	1074				Basic membrane lipopprotein
KHOECFDG_00105	gene	1074				
KHOECFDG_00106	CDS	1086				Basic membrane lipopprotein
KHOECFDG_00106	gene	1086				
KHOECFDG_00107	CDS	1569	yufO			ABC transporter ATP-binding protein
KHOECFDG_00107	gene	1569	yufO			
KHOECFDG_00108	CDS	1134				ABC transporter permease
KHOECFDG_00108	gene	1134				
KHOECFDG_00109	CDS	954				ABC transporter permease
KHOECFDG_00109	gene	954				
KHOECFDG_00110	CDS	594				integral membrane protein
KHOECFDG_00110	gene	594				
KHOECFDG_00111	CDS	1167	deoB	5.4.2.7		phosphopentomutase
KHOECFDG_00111	gene	1167	deoB			
KHOECFDG_00112	CDS	819		2.4.2.1		purine nucleoside phosphorylase
KHOECFDG_00112	gene	819				
KHOECFDG_00113	CDS	708		2.4.2.1		purine nucleoside phosphorylase
KHOECFDG_00113	gene	708				
KHOECFDG_00114	CDS	939				periplasmic binding protein
KHOECFDG_00114	gene	939				
KHOECFDG_00115	CDS	801	fhuC			ferrichrome transport ATP-binding protein FhuC
KHOECFDG_00115	gene	801	fhuC			
KHOECFDG_00116	CDS	1011	fhuB_1			ferrichrome transport system permease FhuB
KHOECFDG_00116	gene	1011	fhuB_1			
KHOECFDG_00117	CDS	1005	fhuG			ferrichrome transport system permease FhuG
KHOECFDG_00117	gene	1005	fhuG			
KHOECFDG_00118	CDS	1188		1.1.1.1		aldehyde-alcohol dehydrogenase
KHOECFDG_00118	gene	1188				
KHOECFDG_00119	CDS	687	gpmA	5.4.2.1		phosphoglycerate mutase
KHOECFDG_00119	gene	687	gpmA			
KHOECFDG_00120	CDS	576				resolvase family site-specific recombinase
KHOECFDG_00120	gene	576				
KHOECFDG_00121	CDS	681	rpiA	5.3.1.6		ribose 5-phosphate isomerase A
KHOECFDG_00121	gene	681	rpiA			
KHOECFDG_00122	CDS	414	rpsL			30S ribosomal protein S12
KHOECFDG_00122	gene	414	rpsL			
KHOECFDG_00123	CDS	471	rpsG			30S ribosomal protein S7
KHOECFDG_00123	gene	471	rpsG			
KHOECFDG_00124	CDS	2082	fusA			translation elongation factor G
KHOECFDG_00124	gene	2082	fusA			
KHOECFDG_00125	CDS	1188	tuf			elongation factor Tu
KHOECFDG_00125	gene	1188	tuf			
KHOECFDG_00126	CDS	825		2.7.4.7		phosphomethylpyrimidine kinase
KHOECFDG_00126	gene	825				
KHOECFDG_00127	CDS	1167		2.1.1.79		cyclopropane-fatty-acyl-phospholipid synthase
KHOECFDG_00127	gene	1167				
KHOECFDG_00128	CDS	309	rpsJ			30S ribosomal protein S10
KHOECFDG_00128	gene	309	rpsJ			
KHOECFDG_00129	CDS	630	rplC			50S ribosomal protein L3
KHOECFDG_00129	gene	630	rplC			
KHOECFDG_00130	CDS	624	rplD			50S ribosomal protein L4
KHOECFDG_00130	gene	624	rplD			
KHOECFDG_00131	CDS	291	rplW			50S ribosomal protein L23
KHOECFDG_00131	gene	291	rplW			
KHOECFDG_00132	CDS	831	rplB			50S ribosomal protein L2
KHOECFDG_00132	gene	831	rplB			
KHOECFDG_00133	CDS	279	rpsS			30S ribosomal protein S19
KHOECFDG_00133	gene	279	rpsS			
KHOECFDG_00134	CDS	348	rplV			50S ribosomal protein L22
KHOECFDG_00134	gene	348	rplV			
KHOECFDG_00135	CDS	657	rpsC			30S ribosomal protein S3
KHOECFDG_00135	gene	657	rpsC			
KHOECFDG_00136	CDS	435	rplP			50S ribosomal protein L16
KHOECFDG_00136	gene	435	rplP			
KHOECFDG_00137	CDS	189	rpmC			50S ribosomal protein L29
KHOECFDG_00137	gene	189	rpmC			
KHOECFDG_00138	CDS	267	rpsQ			30S ribosomal protein S17
KHOECFDG_00138	gene	267	rpsQ			
KHOECFDG_00139	CDS	369	rplN			50S ribosomal protein L14
KHOECFDG_00139	gene	369	rplN			
KHOECFDG_00140	CDS	312	rplX			50S ribosomal protein L24
KHOECFDG_00140	gene	312	rplX			
KHOECFDG_00141	CDS	540	rplE			50S ribosomal protein L5
KHOECFDG_00141	gene	540	rplE			
KHOECFDG_00142	CDS	186	rpsZ			30S ribosomal protein S14
KHOECFDG_00142	gene	186	rpsZ			
KHOECFDG_00143	CDS	399	rpsH			30S ribosomal protein S8
KHOECFDG_00143	gene	399	rpsH			
KHOECFDG_00144	CDS	537	rplF			50S ribosomal protein L6
KHOECFDG_00144	gene	537	rplF			
KHOECFDG_00145	CDS	357	rplR			50S ribosomal protein L18
KHOECFDG_00145	gene	357	rplR			
KHOECFDG_00146	CDS	501	rpsE			30S ribosomal protein S5
KHOECFDG_00146	gene	501	rpsE			
KHOECFDG_00147	CDS	180	rpmD			50S ribosomal protein L30
KHOECFDG_00147	gene	180	rpmD			
KHOECFDG_00148	CDS	441	rplO			50S ribosomal protein L15
KHOECFDG_00148	gene	441	rplO			
KHOECFDG_00149	CDS	1299	secY			preprotein translocase subunit SecY
KHOECFDG_00149	gene	1299	secY			
KHOECFDG_00150	CDS	651	adk	2.7.4.3		adenylate kinase
KHOECFDG_00150	gene	651	adk			
KHOECFDG_00151	CDS	219	infA			translation initiation factor IF-1
KHOECFDG_00151	gene	219	infA			
KHOECFDG_00152	CDS	117				50S ribosomal protein L36
KHOECFDG_00152	gene	117				
KHOECFDG_00153	CDS	366	rpsM			30S ribosomal protein S13
KHOECFDG_00153	gene	366	rpsM			
KHOECFDG_00154	CDS	390	rpsK			30S ribosomal protein S11
KHOECFDG_00154	gene	390	rpsK			
KHOECFDG_00155	CDS	939	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
KHOECFDG_00155	gene	939	rpoA			
KHOECFDG_00156	CDS	384	rplQ			50S ribosomal protein L17
KHOECFDG_00156	gene	384	rplQ			
KHOECFDG_00157	CDS	1200				hypothetical protein
KHOECFDG_00157	gene	1200				
KHOECFDG_00158	CDS	1176		3.4.-.-		peptidase M20D
KHOECFDG_00158	gene	1176				
KHOECFDG_00159	CDS	840	cbiO_1	3.6.3.-		cobalt import ATP-binding protein CbiO
KHOECFDG_00159	gene	840	cbiO_1			
KHOECFDG_00160	CDS	870	cbiO_2	3.6.3.-		cobalt import ATP-binding protein CbiO 2
KHOECFDG_00160	gene	870	cbiO_2			
KHOECFDG_00161	CDS	798	cbiQ			cobalt transport family protein
KHOECFDG_00161	gene	798	cbiQ			
KHOECFDG_00162	CDS	750		5.4.99.12		tRNA pseudouridine synthase A
KHOECFDG_00162	gene	750				
KHOECFDG_00163	CDS	312				hypothetical protein
KHOECFDG_00163	gene	312				
KHOECFDG_00164	CDS	1356				branched-chain amino acid transport system II carrier protein
KHOECFDG_00164	gene	1356				
KHOECFDG_00165	CDS	492	speG_1	2.3.1.57		Spermidine N(1)-acetyltransferase
KHOECFDG_00165	gene	492	speG_1			
KHOECFDG_00166	CDS	570		4.1.1.18		putative lysine decarboxylase
KHOECFDG_00166	gene	570				
KHOECFDG_00167	CDS	741		3.6.3.-		amino acid ABC transporter ATP-binding protein
KHOECFDG_00167	gene	741				
KHOECFDG_00168	CDS	1584				amino acid ABC transporter permease
KHOECFDG_00168	gene	1584				
KHOECFDG_00169	CDS	297				hypothetical protein
KHOECFDG_00169	gene	297				
KHOECFDG_00170	CDS	714		3.5.1.-		NAD-dependent deacetylase
KHOECFDG_00170	gene	714				
KHOECFDG_00171	CDS	846		2.3.1.79		maltose O-acetyltransferase
KHOECFDG_00171	gene	846				
KHOECFDG_00172	CDS	513				transcriptional regulator
KHOECFDG_00172	gene	513				
KHOECFDG_00173	CDS	1506				hypothetical protein
KHOECFDG_00173	gene	1506				
KHOECFDG_00174	CDS	1491		1.2.1.27		methylmalonate-semialdehyde dehydrogenase
KHOECFDG_00174	gene	1491				
KHOECFDG_00175	CDS	993	ldh1	1.1.1.27		L-lactate dehydrogenase
KHOECFDG_00175	gene	993	ldh1			
KHOECFDG_00176	CDS	567		3.1.1.29		Peptidyl-tRNA hydrolase
KHOECFDG_00176	gene	567				
KHOECFDG_00177	CDS	3540		3.6.1.-		transcription-repair coupling factor
KHOECFDG_00177	gene	3540				
KHOECFDG_00178	CDS	1590				polysaccharide biosynthesis family protein
KHOECFDG_00178	gene	1590				
KHOECFDG_00179	CDS	264				S4 RNA-binding domain-containing protein
KHOECFDG_00179	gene	264				
KHOECFDG_00180	CDS	480				septum formation initiator
KHOECFDG_00180	gene	480				
KHOECFDG_00181	CDS	480				S1 RNA binding domain-containing protein
KHOECFDG_00181	gene	480				
KHOECFDG_00182	CDS	1389		6.3.4.-		tRNA(Ile)-lysidine synthase
KHOECFDG_00182	gene	1389				
KHOECFDG_00183	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
KHOECFDG_00183	gene	546	hpt			
KHOECFDG_00184	CDS	2157	hflB	3.4.24.-		ATP-dependent metalloprotease
KHOECFDG_00184	gene	2157	hflB			
KHOECFDG_00185	CDS	897	hslO			chaperonin HslO
KHOECFDG_00185	gene	897	hslO			
KHOECFDG_00186	CDS	999		1.-.-.-		tRNA-dihydrouridine synthase
KHOECFDG_00186	gene	999				
KHOECFDG_00187	CDS	1497	lysS	6.1.1.6		lysyl-tRNA synthetase
KHOECFDG_00187	gene	1497	lysS			
KHOECFDG_00188	CDS	636				hypothetical protein
KHOECFDG_00188	gene	636				
KHOECFDG_00189	CDS	939				ABC transporter permease
KHOECFDG_00189	gene	939				
KHOECFDG_00190	CDS	924				ABC transporter permease
KHOECFDG_00190	gene	924				
KHOECFDG_00191	CDS	1467				extracellular solute-binding protein
KHOECFDG_00191	gene	1467				
KHOECFDG_00192	CDS	636				integral membrane protein
KHOECFDG_00192	gene	636				
KHOECFDG_00193	CDS	1713		2.7.13.3		sensor histidine kinase
KHOECFDG_00193	gene	1713				
KHOECFDG_00194	CDS	1482				AraC family transcriptional regulator
KHOECFDG_00194	gene	1482				
KHOECFDG_00195	CDS	2142		3.2.1.-		alpha-1,2-mannosidase
KHOECFDG_00195	gene	2142				
KHOECFDG_00196	CDS	1113				hypothetical protein
KHOECFDG_00196	gene	1113				
KHOECFDG_00197	CDS	483				hypothetical protein
KHOECFDG_00197	gene	483				
KHOECFDG_00198	CDS	381				glyoxylase
KHOECFDG_00198	gene	381				
KHOECFDG_00199	CDS	1467		2.7.1.69		PTS system, trehalose/maltose-specific, IIBCA component
KHOECFDG_00199	gene	1467				
KHOECFDG_00200	CDS	1005				hypothetical protein
KHOECFDG_00200	gene	1005				
KHOECFDG_00201	CDS	354				hypothetical protein
KHOECFDG_00201	gene	354				
KHOECFDG_00202	CDS	705		3.4.24.-		Zn-dependent protease
KHOECFDG_00202	gene	705				
KHOECFDG_00203	CDS	339				hypothetical protein
KHOECFDG_00203	gene	339				
KHOECFDG_00204	CDS	846		5.1.-.-		phenazine biosynthesis protein PhzF family protein
KHOECFDG_00204	gene	846				
KHOECFDG_00205	CDS	852				transcriptional regulator, Fis family
KHOECFDG_00205	gene	852				
KHOECFDG_00206	CDS	522	tadA	3.5.4.-		cytidine/deoxycytidylate deaminase family protein
KHOECFDG_00206	gene	522	tadA			
KHOECFDG_00207	CDS	381				hypothetical protein
KHOECFDG_00207	gene	381				
KHOECFDG_00208	CDS	1239	pepS	3.4.11.-		aminopeptidase PepS
KHOECFDG_00208	gene	1239	pepS			
KHOECFDG_00209	CDS	573				TetR family transcriptional regulator
KHOECFDG_00209	gene	573				
KHOECFDG_00210	CDS	474				TspO/MBR family protein
KHOECFDG_00210	gene	474				
KHOECFDG_00211	CDS	444				flavodoxin
KHOECFDG_00211	gene	444				
KHOECFDG_00212	CDS	765		3.4.11.18		Methionine aminopeptidase, type I
KHOECFDG_00212	gene	765				
KHOECFDG_00213	CDS	912		3.1.-.-		ribonuclease BN
KHOECFDG_00213	gene	912				
KHOECFDG_00214	CDS	1149		2.4.-.-		glycoside hydrolase family protein
KHOECFDG_00214	gene	1149				
KHOECFDG_00215	CDS	783		2.4.1.-		glycosyl transferase family protein
KHOECFDG_00215	gene	783				
KHOECFDG_00216	CDS	828		2.4.1.-		glycosyl transferase family protein
KHOECFDG_00216	gene	828				
KHOECFDG_00217	CDS	714		2.4.1.-		glycosyl transferase family protein
KHOECFDG_00217	gene	714				
KHOECFDG_00218	CDS	867	rmlA	2.7.7.24		glucose-1-phosphate thymidylyltransferase
KHOECFDG_00218	gene	867	rmlA			
KHOECFDG_00219	CDS	573		5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
KHOECFDG_00219	gene	573				
KHOECFDG_00220	CDS	1029	rmlB_1	4.2.1.46		dTDP-glucose 4,6-dehydratase
KHOECFDG_00220	gene	1029	rmlB_1			
KHOECFDG_00221	CDS	843		1.1.1.133		dTDP-4-dehydrorhamnose reductase
KHOECFDG_00221	gene	843				
KHOECFDG_00222	CDS	726		2.4.1.-		glycosyl transferase family protein
KHOECFDG_00222	gene	726				
KHOECFDG_00223	CDS	366				hypothetical protein
KHOECFDG_00223	gene	366				
KHOECFDG_00224	CDS	1038				hypothetical protein
KHOECFDG_00224	gene	1038				
KHOECFDG_00225	CDS	342				hypothetical protein
KHOECFDG_00225	gene	342				
KHOECFDG_00226	CDS	795				ABC transporter
KHOECFDG_00226	gene	795				
KHOECFDG_00227	CDS	1218				ABC transporter ATP-binding protein
KHOECFDG_00227	gene	1218				
KHOECFDG_00228	CDS	3144				hypothetical protein
KHOECFDG_00228	gene	3144				
KHOECFDG_00229	CDS	2142		2.4.-.-		glycosyl transferase family protein
KHOECFDG_00229	gene	2142				
KHOECFDG_00230	CDS	1971				hypothetical protein
KHOECFDG_00230	gene	1971				
KHOECFDG_00231	CDS	1302				hypothetical protein
KHOECFDG_00231	gene	1302				
KHOECFDG_00232	CDS	1398		2.7.8.6		undecaprenyl-phosphate galactosephosphotransferase
KHOECFDG_00232	gene	1398				
KHOECFDG_00233	CDS	759	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
KHOECFDG_00233	gene	759	wfgD			
KHOECFDG_00234	CDS	849				hypothetical protein
KHOECFDG_00234	gene	849				
KHOECFDG_00235	CDS	2682				hypothetical protein
KHOECFDG_00235	gene	2682				
KHOECFDG_00236	CDS	705	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
KHOECFDG_00236	gene	705	tarI			
KHOECFDG_00237	CDS	1059	rmlB_2	4.2.1.46		dTDP-glucose 4,6-dehydratase
KHOECFDG_00237	gene	1059	rmlB_2			
KHOECFDG_00238	CDS	981	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KHOECFDG_00238	gene	981	arnC_1			
KHOECFDG_00239	CDS	1416				hypothetical protein
KHOECFDG_00239	gene	1416				
KHOECFDG_00240	CDS	1218	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
KHOECFDG_00240	gene	1218	tagF			
KHOECFDG_00241	CDS	1416				hypothetical protein
KHOECFDG_00241	gene	1416				
KHOECFDG_00242	CDS	966		4.2.1.46		NAD-dependent epimerase/dehydratase
KHOECFDG_00242	gene	966				
KHOECFDG_00243	CDS	1812				hypothetical protein
KHOECFDG_00243	gene	1812				
KHOECFDG_00244	CDS	747		3.1.4.44		glycerophosphodiester phosphodiesterase family protein
KHOECFDG_00244	gene	747				
KHOECFDG_00245	CDS	930		2.5.1.75		tRNA dimethylallyltransferase
KHOECFDG_00245	gene	930				
KHOECFDG_00246	CDS	1242	hflX			GTP-binding protein HflX
KHOECFDG_00246	gene	1242	hflX			
KHOECFDG_00247	CDS	384				MerR family transcriptional regulator
KHOECFDG_00247	gene	384				
KHOECFDG_00248	CDS	1341	glnA	6.3.1.2		glutamine synthetase, type I
KHOECFDG_00248	gene	1341	glnA			
KHOECFDG_00249	CDS	3690		1.2.7.-		pyruvate flavodoxin oxidoreductase subunit alpha
KHOECFDG_00249	gene	3690				
KHOECFDG_00250	CDS	885	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KHOECFDG_00250	gene	885	cdaA			
KHOECFDG_00251	CDS	1164				YbbR-like protein
