locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIGACDJJ_00040	gene	1575	prfC			
PIGACDJJ_00041	CDS	1380				hemolysin
PIGACDJJ_00041	gene	1380				
PIGACDJJ_00042	CDS	1146				permease
PIGACDJJ_00042	gene	1146				
PIGACDJJ_00043	CDS	432		2.3.1.-		GNAT family acetyltransferase
PIGACDJJ_00043	gene	432				
PIGACDJJ_00044	CDS	534				hypothetical protein
PIGACDJJ_00044	gene	534				
PIGACDJJ_00045	CDS	978	lacD1	4.1.2.40		tagatose 1,6-diphosphate aldolase
PIGACDJJ_00045	gene	978	lacD1			
PIGACDJJ_00046	CDS	462		2.7.1.-		PTS system fructose-specific transporter subunit IIA
PIGACDJJ_00046	gene	462				
PIGACDJJ_00047	CDS	1419		2.7.1.69		PTS system fructose-specific transporter subunit IIBC
PIGACDJJ_00047	gene	1419				
PIGACDJJ_00048	CDS	927		2.7.1.56		1-phosphofructokinase
PIGACDJJ_00048	gene	927				
PIGACDJJ_00049	CDS	747	murR_1			HTH-type transcriptional regulator MurR
PIGACDJJ_00049	gene	747	murR_1			
PIGACDJJ_00050	CDS	645	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
PIGACDJJ_00050	gene	645	trmB			
PIGACDJJ_00051	CDS	780		2.7.-.-		Phosphotransferase
PIGACDJJ_00051	gene	780				
PIGACDJJ_00052	CDS	1212	ecsB			Bacterial ABC transporter protein EcsB
PIGACDJJ_00052	gene	1212	ecsB			
PIGACDJJ_00053	CDS	738	ecsA			ABC transporter ATP-binding protein
PIGACDJJ_00053	gene	738	ecsA			
PIGACDJJ_00054	CDS	426		3.-.-.-		histidine triad protein
PIGACDJJ_00054	gene	426				
PIGACDJJ_00055	CDS	345				YtxH-like protein
PIGACDJJ_00055	gene	345				
PIGACDJJ_00056	CDS	1029		5.2.1.8		Foldase protein prsA
PIGACDJJ_00056	gene	1029				
PIGACDJJ_00057	CDS	945		3.1.-.-		3'-5' exoribonuclease yhaM
PIGACDJJ_00057	gene	945				
PIGACDJJ_00058	CDS	2712	yhaN		COG4717	putative protein YhaN
PIGACDJJ_00058	gene	2712	yhaN			
PIGACDJJ_00059	CDS	1236		3.1.3.16		Ser/Thr protein phosphatase family protein
PIGACDJJ_00059	gene	1236				
PIGACDJJ_00060	CDS	342				hypothetical protein
PIGACDJJ_00060	gene	342				
PIGACDJJ_00061	CDS	2187		2.4.2.-		penicillin-binding protein, 1A family
PIGACDJJ_00061	gene	2187				
PIGACDJJ_00062	CDS	852		5.4.99.-		23S rRNA pseudouridine synthase D
PIGACDJJ_00062	gene	852				
PIGACDJJ_00063	CDS	555				hypothetical protein
PIGACDJJ_00063	gene	555				
PIGACDJJ_00064	CDS	1521		5.4.2.8		phosphoglucomutase/phosphomannomutase family protein
PIGACDJJ_00064	gene	1521				
PIGACDJJ_00065	CDS	456				arginine repressor protein
PIGACDJJ_00065	gene	456				
PIGACDJJ_00066	CDS	1518				glycine betaine/carnitine/choline ABC transporter
PIGACDJJ_00066	gene	1518				
PIGACDJJ_00067	CDS	954				ABC transporter ATP-binding protein
PIGACDJJ_00067	gene	954				
PIGACDJJ_00068	CDS	1014				hypothetical protein
PIGACDJJ_00068	gene	1014				
PIGACDJJ_00069	CDS	324				hypothetical protein
PIGACDJJ_00069	gene	324				
	repeat_region	224				
PIGACDJJ_00070	CDS	660	csn2			CRISPR-associated protein Csn2
PIGACDJJ_00070	gene	660	csn2			
PIGACDJJ_00071	CDS	330	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
PIGACDJJ_00071	gene	330	cas2			
PIGACDJJ_00072	CDS	867	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
PIGACDJJ_00072	gene	867	cas1			
PIGACDJJ_00073	CDS	4014	cas9	3.1.-.-	COG3513	CRISPR-associated endonuclease Cas9
PIGACDJJ_00073	gene	4014	cas9			
PIGACDJJ_00074	CDS	234				hypothetical protein
PIGACDJJ_00074	gene	234				
PIGACDJJ_00075	CDS	1416	pepV_1	3.4.13.-		dipeptidase PepV
PIGACDJJ_00075	gene	1416	pepV_1			
PIGACDJJ_00076	CDS	735		5.4.99.-		16S rRNA pseudouridylate synthase A
PIGACDJJ_00076	gene	735				
PIGACDJJ_00077	CDS	1650				polysaccharide biosynthesis family protein
PIGACDJJ_00077	gene	1650				
PIGACDJJ_00078	CDS	1527		6.3.2.7		UDP-N-acetylmuramoylalanyl-D-glutamate--L- lysine ligase
PIGACDJJ_00078	gene	1527				
PIGACDJJ_00079	CDS	573		3.1.1.1		phospholipase/carboxylesterase
PIGACDJJ_00079	gene	573				
PIGACDJJ_00080	CDS	975				glyoxalase family protein
PIGACDJJ_00080	gene	975				
PIGACDJJ_00081	CDS	174				hypothetical protein
PIGACDJJ_00081	gene	174				
PIGACDJJ_00082	CDS	459				hypothetical protein
PIGACDJJ_00082	gene	459				
PIGACDJJ_00083	CDS	729			COG0217	putative transcriptional regulatory protein
PIGACDJJ_00083	gene	729				
PIGACDJJ_00084	CDS	510				integral membrane protein
PIGACDJJ_00084	gene	510				
PIGACDJJ_00085	CDS	1809		3.4.24.-		oligoendopeptidase, PepF/M3 family
PIGACDJJ_00085	gene	1809				
PIGACDJJ_00086	CDS	1341	mepA		COG0534	Multidrug export protein MepA
PIGACDJJ_00086	gene	1341	mepA			
PIGACDJJ_00087	CDS	651				uracil-DNA glycosylase, family 4
PIGACDJJ_00087	gene	651				
PIGACDJJ_00088	CDS	1401				hypothetical protein
PIGACDJJ_00088	gene	1401				
PIGACDJJ_00089	CDS	762				DeoR-like helix-turn-helix protein
PIGACDJJ_00089	gene	762				
PIGACDJJ_00090	CDS	846				glyoxalase family protein
PIGACDJJ_00090	gene	846				
PIGACDJJ_00091	CDS	597		1.6.99.-		nitroreductase family protein
PIGACDJJ_00091	gene	597				
PIGACDJJ_00092	CDS	936				LacI family sugar-binding transcriptional regulator
PIGACDJJ_00092	gene	936				
PIGACDJJ_00093	CDS	279				hypothetical protein
PIGACDJJ_00093	gene	279				
PIGACDJJ_00094	CDS	327				hypothetical protein
PIGACDJJ_00094	gene	327				
PIGACDJJ_00095	CDS	849	htpX	3.4.24.-		Protease HtpX
PIGACDJJ_00095	gene	849	htpX			
PIGACDJJ_00096	CDS	1014		2.7.7.63		lipoyltransferase and lipoate-protein ligase A
PIGACDJJ_00096	gene	1014				
PIGACDJJ_00097	CDS	618		1.6.99.-		nitroreductase family protein
PIGACDJJ_00097	gene	618				
PIGACDJJ_00098	CDS	330	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
PIGACDJJ_00098	gene	330	ytcD_1			
PIGACDJJ_00099	CDS	960		4.2.1.46		NAD-dependent epimerase/dehydratase
PIGACDJJ_00099	gene	960				
PIGACDJJ_00100	CDS	969				C4-dicarboxylate transporter/malic acid transport protein
PIGACDJJ_00100	gene	969				
PIGACDJJ_00101	CDS	828				LysR family transcriptional regulator
PIGACDJJ_00101	gene	828				
PIGACDJJ_00102	CDS	411				hypothetical protein
PIGACDJJ_00102	gene	411				
PIGACDJJ_00103	CDS	363				hypothetical protein
PIGACDJJ_00103	gene	363				
PIGACDJJ_00104	CDS	954	ldhB	1.1.1.27		L-lactate dehydrogenase
PIGACDJJ_00104	gene	954	ldhB			
PIGACDJJ_00105	CDS	507	yutG	3.1.3.27		phosphatidylglycerophosphatase A
PIGACDJJ_00105	gene	507	yutG			
PIGACDJJ_00106	CDS	450	yehR		COG4808	putative lipoprotein YehR
PIGACDJJ_00106	gene	450	yehR			
PIGACDJJ_00107	CDS	918				hypothetical protein
PIGACDJJ_00107	gene	918				
PIGACDJJ_00108	CDS	1407				Na+/H+ antiporter
PIGACDJJ_00108	gene	1407				
PIGACDJJ_00109	CDS	1419				amino acid permease
PIGACDJJ_00109	gene	1419				
PIGACDJJ_00110	CDS	1863		4.1.1.25		tyrosine decarboxylase
PIGACDJJ_00110	gene	1863				
PIGACDJJ_00111	CDS	1257	tyrS1_1	6.1.1.1		tyrosyl-tRNA synthetase
PIGACDJJ_00111	gene	1257	tyrS1_1			
PIGACDJJ_00112	CDS	1446		2.7.8.-		cardiolipin synthetase
PIGACDJJ_00112	gene	1446				
PIGACDJJ_00113	CDS	483	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
PIGACDJJ_00113	gene	483	cetB			
PIGACDJJ_00114	CDS	840		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
PIGACDJJ_00114	gene	840				
PIGACDJJ_00115	CDS	609				LuxR family DNA-binding response regulator
PIGACDJJ_00115	gene	609				
PIGACDJJ_00116	CDS	1980				hypothetical protein
PIGACDJJ_00116	gene	1980				
PIGACDJJ_00117	CDS	666		3.6.3.-		ABC transporter ATP-binding protein
PIGACDJJ_00117	gene	666				
PIGACDJJ_00118	CDS	1890				hypothetical protein
PIGACDJJ_00118	gene	1890				
PIGACDJJ_00119	CDS	162				hypothetical protein
PIGACDJJ_00119	gene	162				
PIGACDJJ_00120	tRNA	74				tRNA-Lys(ctt)
PIGACDJJ_00120	gene	74				
PIGACDJJ_00121	CDS	138				hypothetical protein
PIGACDJJ_00121	gene	138				
PIGACDJJ_00122	CDS	2151				ferrous iron transport protein B
PIGACDJJ_00122	gene	2151				
PIGACDJJ_00123	CDS	474				ferrous iron transport protein A
PIGACDJJ_00123	gene	474				
PIGACDJJ_00124	CDS	225				glutaredoxin
PIGACDJJ_00124	gene	225				
PIGACDJJ_00125	CDS	378	nrdI_1			putative flavoprotein NrdI
PIGACDJJ_00125	gene	378	nrdI_1			
PIGACDJJ_00126	CDS	2160		1.17.4.1		ribonucleoside-diphosphate reductase subunit alpha
PIGACDJJ_00126	gene	2160				
PIGACDJJ_00127	CDS	966		1.17.4.1		ribonucleotide-diphosphate reductase, beta subunit
PIGACDJJ_00127	gene	966				
PIGACDJJ_00128	CDS	1287				hypothetical protein
PIGACDJJ_00128	gene	1287				
PIGACDJJ_00129	CDS	570	lemA		COG1704	Protein LemA
PIGACDJJ_00129	gene	570	lemA			
PIGACDJJ_00130	CDS	702				MgtC family protein
PIGACDJJ_00130	gene	702				
PIGACDJJ_00131	CDS	702	nagB	3.5.99.6		glucosamine-6-phosphate deaminase
PIGACDJJ_00131	gene	702	nagB			
PIGACDJJ_00132	CDS	1209				transcriptional regulator
PIGACDJJ_00132	gene	1209				
PIGACDJJ_00133	CDS	981	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PIGACDJJ_00133	gene	981	dapF			
PIGACDJJ_00134	CDS	609	sodA	1.15.1.1		superoxide dismutase
PIGACDJJ_00134	gene	609	sodA			
PIGACDJJ_00135	CDS	810				hypothetical protein
PIGACDJJ_00135	gene	810				
PIGACDJJ_00136	CDS	420	sorF		COG2893	PTS system sorbose-specific EIIA component
PIGACDJJ_00136	gene	420	sorF			
PIGACDJJ_00137	CDS	990		3.5.2.6		Beta-lactamase
PIGACDJJ_00137	gene	990				
PIGACDJJ_00138	CDS	891	murQ_1	4.2.1.126		N-acetylmuramic acid 6-phosphate etherase
PIGACDJJ_00138	gene	891	murQ_1			
PIGACDJJ_00139	CDS	852				RpiR family transcriptional regulator
PIGACDJJ_00139	gene	852				
PIGACDJJ_00140	CDS	477		2.7.1.-		PTS system mannose-specific transporter subunit IIAB
PIGACDJJ_00140	gene	477				
PIGACDJJ_00141	CDS	819		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
PIGACDJJ_00141	gene	819				
PIGACDJJ_00142	CDS	804		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
PIGACDJJ_00142	gene	804				
PIGACDJJ_00143	CDS	780				Sulfite exporter TauE/SafE
PIGACDJJ_00143	gene	780				
PIGACDJJ_00144	CDS	402				peroxiredoxin, Ohr family protein
PIGACDJJ_00144	gene	402				
PIGACDJJ_00145	CDS	1527				AMP-binding family protein
PIGACDJJ_00145	gene	1527				
PIGACDJJ_00146	CDS	372				hypothetical protein
PIGACDJJ_00146	gene	372				
PIGACDJJ_00147	CDS	1110	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
PIGACDJJ_00147	gene	1110	menC			
PIGACDJJ_00148	CDS	825	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIGACDJJ_00148	gene	825	menH			
PIGACDJJ_00149	CDS	1734	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PIGACDJJ_00149	gene	1734	menD			
PIGACDJJ_00150	CDS	1368	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
PIGACDJJ_00150	gene	1368	pchA			
PIGACDJJ_00151	CDS	1518		6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 1
PIGACDJJ_00151	gene	1518				
PIGACDJJ_00152	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PIGACDJJ_00152	gene	816	menB			
PIGACDJJ_00153	CDS	600	lysM			peptidoglycan-binding protein LysM
PIGACDJJ_00153	gene	600	lysM			
PIGACDJJ_00154	CDS	1482				amino acid/peptide transporter
PIGACDJJ_00154	gene	1482				
PIGACDJJ_00155	CDS	201				hypothetical protein
PIGACDJJ_00155	gene	201				
PIGACDJJ_00156	CDS	837		4.2.99.18		AP endonuclease
PIGACDJJ_00156	gene	837				
PIGACDJJ_00157	CDS	921				AraC family transcriptional regulator
PIGACDJJ_00157	gene	921				
PIGACDJJ_00158	CDS	291	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
PIGACDJJ_00158	gene	291	rhaM			
PIGACDJJ_00159	CDS	849	rhaD	4.1.2.19		rhamnulose-1-phosphate aldolase
PIGACDJJ_00159	gene	849	rhaD			
PIGACDJJ_00160	CDS	1287	rhaA	5.3.1.14		L-rhamnose isomerase
PIGACDJJ_00160	gene	1287	rhaA			
PIGACDJJ_00161	CDS	1485		2.7.1.5		rhamnulokinase
PIGACDJJ_00161	gene	1485				
PIGACDJJ_00162	CDS	873				AraC family transcriptional regulator
PIGACDJJ_00162	gene	873				
PIGACDJJ_00163	CDS	1296				TRAP dicarboxylate transporter subunit DctM
PIGACDJJ_00163	gene	1296				
PIGACDJJ_00164	CDS	477				TRAP dicarboxylate transporter subunit DctQ
PIGACDJJ_00164	gene	477				
PIGACDJJ_00165	CDS	1008				TRAP dicarboxylate transporter subunit DctP
PIGACDJJ_00165	gene	1008				
PIGACDJJ_00166	CDS	1107		3.2.1.-		Glycosyl Hydrolase Family 88
PIGACDJJ_00166	gene	1107				
PIGACDJJ_00167	CDS	789		1.1.1.69		gluconate 5-dehydrogenase
PIGACDJJ_00167	gene	789				
PIGACDJJ_00168	CDS	840	kduI1	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
PIGACDJJ_00168	gene	840	kduI1			
PIGACDJJ_00169	CDS	1008		2.7.1.45		2-dehydro-3-deoxygluconokinase
PIGACDJJ_00169	gene	1008				
PIGACDJJ_00170	CDS	648		4.1.3.16		keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
PIGACDJJ_00170	gene	648				
PIGACDJJ_00171	CDS	753				IclR transcriptional regulator
PIGACDJJ_00171	gene	753				
PIGACDJJ_00172	CDS	468				MerR family transcriptional regulator
PIGACDJJ_00172	gene	468				
PIGACDJJ_00173	CDS	1476				major facilitator superfamily transporter
PIGACDJJ_00173	gene	1476				
PIGACDJJ_00174	CDS	705				Urea transporter
PIGACDJJ_00174	gene	705				
PIGACDJJ_00175	CDS	1230	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PIGACDJJ_00175	gene	1230	macB_1			
PIGACDJJ_00176	CDS	711		3.6.3.-		ABC transporter ATP-binding protein/permease
PIGACDJJ_00176	gene	711				
PIGACDJJ_00177	CDS	1179				hypothetical protein
PIGACDJJ_00177	gene	1179				
PIGACDJJ_00178	CDS	639				hypothetical protein
PIGACDJJ_00178	gene	639				
PIGACDJJ_00179	CDS	1116		1.-.-.-		FAD dependent oxidoreductase
PIGACDJJ_00179	gene	1116				
PIGACDJJ_00180	CDS	1155	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
PIGACDJJ_00180	gene	1155	mtlD			
PIGACDJJ_00181	CDS	438	mtlF	2.7.1.-		PTS system mannitol-specific transporter subunit IIA
PIGACDJJ_00181	gene	438	mtlF			
PIGACDJJ_00182	CDS	1773		2.7.1.69		PTS system, mannitol-specific IICBA component
PIGACDJJ_00182	gene	1773				
PIGACDJJ_00183	CDS	435		2.7.1.-		PTS system, mannitol-specific IIA component
PIGACDJJ_00183	gene	435				
PIGACDJJ_00184	CDS	2034				transcriptional antiterminator bglG
PIGACDJJ_00184	gene	2034				
PIGACDJJ_00185	CDS	1749		2.7.1.69		PTS system, mannitol-specific IICB component
PIGACDJJ_00185	gene	1749				
PIGACDJJ_00186	CDS	834		3.-.-.-		HAD superfamily hydrolase
PIGACDJJ_00186	gene	834				
PIGACDJJ_00187	CDS	636		1.6.99.-		nitroreductase family protein
PIGACDJJ_00187	gene	636				
PIGACDJJ_00188	CDS	435				ArsR family transcriptional regulator
PIGACDJJ_00188	gene	435				
PIGACDJJ_00189	CDS	1404				Na+/H+ antiporter
PIGACDJJ_00189	gene	1404				
PIGACDJJ_00190	CDS	642		3.4.19.3		pyrrolidone-carboxylate peptidase
PIGACDJJ_00190	gene	642				
PIGACDJJ_00191	CDS	945				membrane protein
PIGACDJJ_00191	gene	945				
PIGACDJJ_00192	CDS	687				hypothetical protein
PIGACDJJ_00192	gene	687				
PIGACDJJ_00193	CDS	516				hypothetical protein
PIGACDJJ_00193	gene	516				
PIGACDJJ_00194	CDS	1185				putative permease
PIGACDJJ_00194	gene	1185				
PIGACDJJ_00195	CDS	1128		2.1.1.13		methionine synthase
PIGACDJJ_00195	gene	1128				
PIGACDJJ_00196	CDS	1359				hypothetical protein
PIGACDJJ_00196	gene	1359				
PIGACDJJ_00197	CDS	2295				hypothetical protein
PIGACDJJ_00197	gene	2295				
PIGACDJJ_00198	CDS	1224	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
PIGACDJJ_00198	gene	1224	atzC_1			
PIGACDJJ_00199	CDS	1356				hypothetical protein
PIGACDJJ_00199	gene	1356				
PIGACDJJ_00200	CDS	1062	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
PIGACDJJ_00200	gene	1062	allD			
PIGACDJJ_00201	CDS	1221				sodium/dicarboxylate symporter family protein
PIGACDJJ_00201	gene	1221				
PIGACDJJ_00202	CDS	939	arcC_2	2.7.2.2		Carbamate kinase
PIGACDJJ_00202	gene	939	arcC_2			
PIGACDJJ_00203	CDS	1254	exuT			Hexuronate transporter
PIGACDJJ_00203	gene	1254	exuT			
PIGACDJJ_00204	CDS	834				hypothetical protein
PIGACDJJ_00204	gene	834				
PIGACDJJ_00205	CDS	3012				hypothetical protein
PIGACDJJ_00205	gene	3012				
PIGACDJJ_00206	CDS	1593	pucR_1		COG2508	Purine catabolism regulatory protein
PIGACDJJ_00206	gene	1593	pucR_1			
PIGACDJJ_00207	CDS	813				hypothetical protein
PIGACDJJ_00207	gene	813				
PIGACDJJ_00208	CDS	240				hypothetical protein
PIGACDJJ_00208	gene	240				
PIGACDJJ_00209	CDS	420				toxin-antitoxin system, toxin component, Fic family
PIGACDJJ_00209	gene	420				
PIGACDJJ_00210	CDS	1212	dadD	3.5.4.31		5'-deoxyadenosine deaminase
PIGACDJJ_00210	gene	1212	dadD			
PIGACDJJ_00211	CDS	804				hypothetical protein
PIGACDJJ_00211	gene	804				
PIGACDJJ_00212	CDS	1044				hypothetical protein
PIGACDJJ_00212	gene	1044				
PIGACDJJ_00213	CDS	966				hypothetical protein
PIGACDJJ_00213	gene	966				
PIGACDJJ_00214	CDS	978				hypothetical protein
PIGACDJJ_00214	gene	978				
PIGACDJJ_00215	CDS	1482	rcsC	2.7.13.3		Sensor histidine kinase RcsC
PIGACDJJ_00215	gene	1482	rcsC			
PIGACDJJ_00216	CDS	693				response regulator receiver domain-containing protein
PIGACDJJ_00216	gene	693				
PIGACDJJ_00217	CDS	1146		4.4.1.-		class V aminotransferase
PIGACDJJ_00217	gene	1146				
PIGACDJJ_00218	CDS	1737	ezrA			septation ring formation regulator EzrA
PIGACDJJ_00218	gene	1737	ezrA			
PIGACDJJ_00219	CDS	687		3.-.-.-		HAD superfamily hydrolase
PIGACDJJ_00219	gene	687				
PIGACDJJ_00220	CDS	1353		2.7.2.4		aspartate kinase
PIGACDJJ_00220	gene	1353				
PIGACDJJ_00221	CDS	537				hypothetical protein
PIGACDJJ_00221	gene	537				
PIGACDJJ_00222	CDS	834				hypothetical protein
PIGACDJJ_00222	gene	834				
PIGACDJJ_00223	CDS	735		3.1.2.14		Acyl-ACP thioesterase
PIGACDJJ_00223	gene	735				
PIGACDJJ_00224	CDS	585				chitin binding protein
PIGACDJJ_00224	gene	585				
PIGACDJJ_00225	CDS	1047	chiD	3.2.1.14		Chitinase D
PIGACDJJ_00225	gene	1047	chiD			
PIGACDJJ_00226	CDS	312				SMR family multidrug resistance protein
PIGACDJJ_00226	gene	312				
PIGACDJJ_00227	CDS	336				SMR family multidrug resistance protein
PIGACDJJ_00227	gene	336				
PIGACDJJ_00228	CDS	975				glyoxalase family protein
PIGACDJJ_00228	gene	975				
PIGACDJJ_00229	CDS	621		1.5.1.30		Flavin reductase-like domain protein
PIGACDJJ_00229	gene	621				
PIGACDJJ_00230	CDS	1329		3.4.22.40		Aminopeptidase C
PIGACDJJ_00230	gene	1329				
PIGACDJJ_00231	CDS	390				hypothetical protein
PIGACDJJ_00231	gene	390				
PIGACDJJ_00232	CDS	1371				hypothetical protein
PIGACDJJ_00232	gene	1371				
PIGACDJJ_00233	CDS	207				hypothetical protein
PIGACDJJ_00233	gene	207				
PIGACDJJ_00234	CDS	2487	copA	3.6.3.4		copper-translocating P-type ATPase
PIGACDJJ_00234	gene	2487	copA			
PIGACDJJ_00235	CDS	441	copY			CopY/TcrY family copper transport repressor
PIGACDJJ_00235	gene	441	copY			
PIGACDJJ_00236	CDS	1164	napA_1			transporter, monovalent cation:proton antiporter-2 family protein
PIGACDJJ_00236	gene	1164	napA_1			
PIGACDJJ_00237	CDS	1368	ntpJ	3.6.3.14		V-type sodium ATP synthase subunit J
PIGACDJJ_00237	gene	1368	ntpJ			
PIGACDJJ_00238	CDS	543				riboflavin biosynthesis protein RibD protein
PIGACDJJ_00238	gene	543				
PIGACDJJ_00239	CDS	762	murR_2			HTH-type transcriptional regulator MurR
PIGACDJJ_00239	gene	762	murR_2			
PIGACDJJ_00240	CDS	1335		2.7.1.69		PTS system, lactose/cellobiose IIC component
PIGACDJJ_00240	gene	1335				
PIGACDJJ_00241	CDS	1431		3.2.1.86		6-phospho-beta-glucosidase
PIGACDJJ_00241	gene	1431				
PIGACDJJ_00242	CDS	1137	metB_1	2.5.1.48		cystathionine gamma-synthase
PIGACDJJ_00242	gene	1137	metB_1			
PIGACDJJ_00243	CDS	918	cysM	2.5.1.47		cysteine synthase A
PIGACDJJ_00243	gene	918	cysM			
