locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFDIPLCH_00024	CDS	927				periplasmic solute binding protein
NFDIPLCH_00024	gene	927				
NFDIPLCH_00025	CDS	1539				ABC transporter ATP-binding protein
NFDIPLCH_00025	gene	1539				
NFDIPLCH_00026	CDS	1194		3.4.-.-		peptidase M20D
NFDIPLCH_00026	gene	1194				
NFDIPLCH_00027	CDS	834				YaeC family lipoprotein
NFDIPLCH_00027	gene	834				
NFDIPLCH_00028	CDS	681				ABC transporter permease
NFDIPLCH_00028	gene	681				
NFDIPLCH_00029	CDS	1071	metN1	3.6.3.-		ABC transporter ATP-binding protein
NFDIPLCH_00029	gene	1071	metN1			
NFDIPLCH_00030	tRNA	73				tRNA-Thr(ggt)
NFDIPLCH_00030	gene	73				
NFDIPLCH_00031	CDS	1491				hypothetical protein
NFDIPLCH_00031	gene	1491				
NFDIPLCH_00032	CDS	180				hypothetical protein
NFDIPLCH_00032	gene	180				
NFDIPLCH_00033	CDS	966				hypothetical protein
NFDIPLCH_00033	gene	966				
NFDIPLCH_00034	CDS	291				hypothetical protein
NFDIPLCH_00034	gene	291				
NFDIPLCH_00035	CDS	1281	femA	2.3.2.17		Aminoacyltransferase FemA
NFDIPLCH_00035	gene	1281	femA			
NFDIPLCH_00036	CDS	1809		2.6.1.16		glucosamine--fructose-6-phosphate aminotransferase
NFDIPLCH_00036	gene	1809				
NFDIPLCH_00037	CDS	834	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
NFDIPLCH_00037	gene	834	ecfT			
NFDIPLCH_00038	CDS	1707				ABC transporter ATP-binding protein
NFDIPLCH_00038	gene	1707				
NFDIPLCH_00039	CDS	552				hypothetical protein
NFDIPLCH_00039	gene	552				
NFDIPLCH_00040	CDS	1356	glmM	5.4.2.10		phosphoglucosamine mutase
NFDIPLCH_00040	gene	1356	glmM			
NFDIPLCH_00041	CDS	1164				YbbR-like protein
NFDIPLCH_00041	gene	1164				
NFDIPLCH_00042	CDS	885	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
NFDIPLCH_00042	gene	885	cdaA			
NFDIPLCH_00043	CDS	3690		1.2.7.-		pyruvate flavodoxin oxidoreductase subunit alpha
NFDIPLCH_00043	gene	3690				
NFDIPLCH_00044	CDS	1341	glnA	6.3.1.2		glutamine synthetase, type I
NFDIPLCH_00044	gene	1341	glnA			
NFDIPLCH_00045	CDS	384				MerR family transcriptional regulator
NFDIPLCH_00045	gene	384				
NFDIPLCH_00046	CDS	1242	hflX			GTP-binding protein HflX
NFDIPLCH_00046	gene	1242	hflX			
NFDIPLCH_00047	CDS	930		2.5.1.75		tRNA dimethylallyltransferase
NFDIPLCH_00047	gene	930				
NFDIPLCH_00048	CDS	747		3.1.4.44		glycerophosphodiester phosphodiesterase family protein
NFDIPLCH_00048	gene	747				
NFDIPLCH_00049	CDS	1812				hypothetical protein
NFDIPLCH_00049	gene	1812				
NFDIPLCH_00050	CDS	966		4.2.1.46		NAD-dependent epimerase/dehydratase
NFDIPLCH_00050	gene	966				
NFDIPLCH_00051	CDS	1416				hypothetical protein
NFDIPLCH_00051	gene	1416				
NFDIPLCH_00052	CDS	1218	tagF_1	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
NFDIPLCH_00052	gene	1218	tagF_1			
NFDIPLCH_00053	CDS	1416				hypothetical protein
NFDIPLCH_00053	gene	1416				
NFDIPLCH_00054	CDS	981	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NFDIPLCH_00054	gene	981	arnC_1			
NFDIPLCH_00055	CDS	1059	rmlB_1	4.2.1.46		dTDP-glucose 4,6-dehydratase
NFDIPLCH_00055	gene	1059	rmlB_1			
NFDIPLCH_00056	CDS	705	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
NFDIPLCH_00056	gene	705	tarI			
NFDIPLCH_00057	CDS	2682				hypothetical protein
NFDIPLCH_00057	gene	2682				
NFDIPLCH_00058	CDS	849				hypothetical protein
NFDIPLCH_00058	gene	849				
NFDIPLCH_00059	CDS	759	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
NFDIPLCH_00059	gene	759	wfgD			
NFDIPLCH_00060	CDS	1398		2.7.8.6		undecaprenyl-phosphate galactosephosphotransferase
NFDIPLCH_00060	gene	1398				
NFDIPLCH_00061	CDS	1302				hypothetical protein
NFDIPLCH_00061	gene	1302				
NFDIPLCH_00062	CDS	1971				hypothetical protein
NFDIPLCH_00062	gene	1971				
NFDIPLCH_00063	CDS	2142		2.4.-.-		glycosyl transferase family protein
NFDIPLCH_00063	gene	2142				
NFDIPLCH_00064	CDS	3144				hypothetical protein
NFDIPLCH_00064	gene	3144				
NFDIPLCH_00065	CDS	1218				ABC transporter ATP-binding protein
NFDIPLCH_00065	gene	1218				
NFDIPLCH_00066	CDS	795				ABC transporter
NFDIPLCH_00066	gene	795				
NFDIPLCH_00067	CDS	342				hypothetical protein
NFDIPLCH_00067	gene	342				
NFDIPLCH_00068	CDS	1038				hypothetical protein
NFDIPLCH_00068	gene	1038				
NFDIPLCH_00069	CDS	366				hypothetical protein
NFDIPLCH_00069	gene	366				
NFDIPLCH_00070	CDS	726		2.4.1.-		glycosyl transferase family protein
NFDIPLCH_00070	gene	726				
NFDIPLCH_00071	CDS	843		1.1.1.133		dTDP-4-dehydrorhamnose reductase
NFDIPLCH_00071	gene	843				
NFDIPLCH_00072	CDS	1029	rmlB_2	4.2.1.46		dTDP-glucose 4,6-dehydratase
NFDIPLCH_00072	gene	1029	rmlB_2			
NFDIPLCH_00073	CDS	573		5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
NFDIPLCH_00073	gene	573				
NFDIPLCH_00074	CDS	867	rmlA	2.7.7.24		glucose-1-phosphate thymidylyltransferase
NFDIPLCH_00074	gene	867	rmlA			
NFDIPLCH_00075	CDS	714		2.4.1.-		glycosyl transferase family protein
NFDIPLCH_00075	gene	714				
NFDIPLCH_00076	CDS	828		2.4.1.-		glycosyl transferase family protein
NFDIPLCH_00076	gene	828				
NFDIPLCH_00077	CDS	783		2.4.1.-		glycosyl transferase family protein
NFDIPLCH_00077	gene	783				
NFDIPLCH_00078	CDS	1149		2.4.-.-		glycoside hydrolase family protein
NFDIPLCH_00078	gene	1149				
NFDIPLCH_00079	CDS	912		3.1.-.-		ribonuclease BN
NFDIPLCH_00079	gene	912				
NFDIPLCH_00080	CDS	765		3.4.11.18		Methionine aminopeptidase, type I
NFDIPLCH_00080	gene	765				
NFDIPLCH_00081	CDS	444				flavodoxin
NFDIPLCH_00081	gene	444				
NFDIPLCH_00082	CDS	474				TspO/MBR family protein
NFDIPLCH_00082	gene	474				
NFDIPLCH_00083	CDS	573				TetR family transcriptional regulator
NFDIPLCH_00083	gene	573				
NFDIPLCH_00084	CDS	1239	pepS	3.4.11.-		aminopeptidase PepS
NFDIPLCH_00084	gene	1239	pepS			
NFDIPLCH_00085	CDS	381				hypothetical protein
NFDIPLCH_00085	gene	381				
NFDIPLCH_00086	CDS	522	tadA	3.5.4.-		cytidine/deoxycytidylate deaminase family protein
NFDIPLCH_00086	gene	522	tadA			
NFDIPLCH_00087	CDS	852				transcriptional regulator, Fis family
NFDIPLCH_00087	gene	852				
NFDIPLCH_00088	CDS	846		5.1.-.-		phenazine biosynthesis protein PhzF family protein
NFDIPLCH_00088	gene	846				
NFDIPLCH_00089	CDS	339				hypothetical protein
NFDIPLCH_00089	gene	339				
NFDIPLCH_00090	CDS	705		3.4.24.-		Zn-dependent protease
NFDIPLCH_00090	gene	705				
NFDIPLCH_00091	CDS	354				hypothetical protein
NFDIPLCH_00091	gene	354				
NFDIPLCH_00092	CDS	1005				hypothetical protein
NFDIPLCH_00092	gene	1005				
NFDIPLCH_00093	CDS	1467		2.7.1.69		PTS system, trehalose/maltose-specific, IIBCA component
NFDIPLCH_00093	gene	1467				
NFDIPLCH_00094	CDS	381				glyoxylase
NFDIPLCH_00094	gene	381				
NFDIPLCH_00095	CDS	483				hypothetical protein
NFDIPLCH_00095	gene	483				
NFDIPLCH_00096	CDS	1113				hypothetical protein
NFDIPLCH_00096	gene	1113				
NFDIPLCH_00097	CDS	2142		3.2.1.-		alpha-1,2-mannosidase
NFDIPLCH_00097	gene	2142				
NFDIPLCH_00098	CDS	1482				AraC family transcriptional regulator
NFDIPLCH_00098	gene	1482				
NFDIPLCH_00099	CDS	1713		2.7.13.3		sensor histidine kinase
NFDIPLCH_00099	gene	1713				
NFDIPLCH_00100	CDS	636				integral membrane protein
NFDIPLCH_00100	gene	636				
NFDIPLCH_00101	CDS	1467				extracellular solute-binding protein
NFDIPLCH_00101	gene	1467				
NFDIPLCH_00102	CDS	924				ABC transporter permease
NFDIPLCH_00102	gene	924				
NFDIPLCH_00103	CDS	939				ABC transporter permease
NFDIPLCH_00103	gene	939				
NFDIPLCH_00104	CDS	3714				hypothetical protein
NFDIPLCH_00104	gene	3714				
NFDIPLCH_00105	CDS	768				MerR family transcriptional regulator
NFDIPLCH_00105	gene	768				
NFDIPLCH_00106	CDS	1728				ABC transporter ATP-binding protein
NFDIPLCH_00106	gene	1728				
NFDIPLCH_00107	CDS	1734				ABC transporter ATP-binding protein
NFDIPLCH_00107	gene	1734				
NFDIPLCH_00108	CDS	1005	trpS_1	6.1.1.2		Tryptophanyl-tRNA synthetase II
NFDIPLCH_00108	gene	1005	trpS_1			
NFDIPLCH_00109	CDS	3780				hypothetical protein
NFDIPLCH_00109	gene	3780				
NFDIPLCH_00110	CDS	969				hypothetical protein
NFDIPLCH_00110	gene	969				
NFDIPLCH_00111	CDS	672				hypothetical protein
NFDIPLCH_00111	gene	672				
NFDIPLCH_00112	CDS	879				ABC transporter, permease protein
NFDIPLCH_00112	gene	879				
NFDIPLCH_00113	CDS	903				ABC transporter ATP-binding protein
NFDIPLCH_00113	gene	903				
NFDIPLCH_00114	CDS	1278				hypothetical protein
NFDIPLCH_00114	gene	1278				
NFDIPLCH_00115	CDS	1143		3.2.1.-		glycosyl hydrolase family protein
NFDIPLCH_00115	gene	1143				
NFDIPLCH_00116	CDS	1800				hypothetical protein
NFDIPLCH_00116	gene	1800				
NFDIPLCH_00117	CDS	387				hypothetical protein
NFDIPLCH_00117	gene	387				
NFDIPLCH_00118	CDS	1062				LacI family transcriptional regulator
NFDIPLCH_00118	gene	1062				
NFDIPLCH_00119	CDS	834				hypothetical protein
NFDIPLCH_00119	gene	834				
NFDIPLCH_00120	CDS	1143	xerC_1			Tyrosine recombinase XerC
NFDIPLCH_00120	gene	1143	xerC_1			
NFDIPLCH_00121	CDS	189				hypothetical protein
NFDIPLCH_00121	gene	189				
NFDIPLCH_00122	CDS	246				Helix-turn-helix domain protein
NFDIPLCH_00122	gene	246				
NFDIPLCH_00123	CDS	402				RNA polymerase sigma-70 factor, region 4
NFDIPLCH_00123	gene	402				
NFDIPLCH_00124	CDS	270				hypothetical protein
NFDIPLCH_00124	gene	270				
NFDIPLCH_00125	CDS	234				hypothetical protein
NFDIPLCH_00125	gene	234				
NFDIPLCH_00126	CDS	2235				hypothetical protein
NFDIPLCH_00126	gene	2235				
NFDIPLCH_00127	CDS	1098	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NFDIPLCH_00127	gene	1098	ftsH			
NFDIPLCH_00128	CDS	789				hypothetical protein
NFDIPLCH_00128	gene	789				
NFDIPLCH_00129	CDS	450				hypothetical protein
NFDIPLCH_00129	gene	450				
NFDIPLCH_00130	CDS	429				hypothetical protein
NFDIPLCH_00130	gene	429				
NFDIPLCH_00131	CDS	636				hypothetical protein
NFDIPLCH_00131	gene	636				
NFDIPLCH_00132	CDS	696				hypothetical protein
NFDIPLCH_00132	gene	696				
NFDIPLCH_00133	CDS	711				hypothetical protein
NFDIPLCH_00133	gene	711				
NFDIPLCH_00134	CDS	192				hypothetical protein
NFDIPLCH_00134	gene	192				
NFDIPLCH_00135	CDS	726				hypothetical protein
NFDIPLCH_00135	gene	726				
NFDIPLCH_00136	CDS	1164				hypothetical protein
NFDIPLCH_00136	gene	1164				
NFDIPLCH_00137	CDS	711				hypothetical protein
NFDIPLCH_00137	gene	711				
NFDIPLCH_00138	CDS	1533				hypothetical protein
NFDIPLCH_00138	gene	1533				
NFDIPLCH_00139	CDS	645				hypothetical protein
NFDIPLCH_00139	gene	645				
NFDIPLCH_00140	CDS	276				hypothetical protein
NFDIPLCH_00140	gene	276				
NFDIPLCH_00141	CDS	447				hypothetical protein
NFDIPLCH_00141	gene	447				
NFDIPLCH_00142	CDS	864				hypothetical protein
NFDIPLCH_00142	gene	864				
NFDIPLCH_00143	CDS	4449	essC		COG1674	ESAT-6 secretion machinery protein EssC
NFDIPLCH_00143	gene	4449	essC			
NFDIPLCH_00144	CDS	1167	essB			ESAT-6 secretion machinery protein EssB
NFDIPLCH_00144	gene	1167	essB			
NFDIPLCH_00145	CDS	270				hypothetical protein
NFDIPLCH_00145	gene	270				
NFDIPLCH_00146	CDS	510				hypothetical protein
NFDIPLCH_00146	gene	510				
NFDIPLCH_00147	CDS	3408				hypothetical protein
NFDIPLCH_00147	gene	3408				
NFDIPLCH_00148	CDS	294	esxA			ESAT-6 secretion system extracellular protein A
NFDIPLCH_00148	gene	294	esxA			
NFDIPLCH_00149	CDS	270				ISEnfa3, transposase
NFDIPLCH_00149	gene	270				
NFDIPLCH_00150	CDS	276				hypothetical protein
NFDIPLCH_00150	gene	276				
NFDIPLCH_00151	CDS	96				hypothetical protein
NFDIPLCH_00151	gene	96				
NFDIPLCH_00152	CDS	306				hypothetical protein
NFDIPLCH_00152	gene	306				
NFDIPLCH_00153	CDS	2532				hypothetical protein
NFDIPLCH_00153	gene	2532				
NFDIPLCH_00154	CDS	1377				hypothetical protein
NFDIPLCH_00154	gene	1377				
NFDIPLCH_00155	CDS	4440				hypothetical protein
NFDIPLCH_00155	gene	4440				
NFDIPLCH_00156	CDS	1434	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
NFDIPLCH_00156	gene	1434	ctpA			
NFDIPLCH_00157	CDS	555		3.4.21.89		signal peptidase I
NFDIPLCH_00157	gene	555				
NFDIPLCH_00158	CDS	444				hypothetical protein
NFDIPLCH_00158	gene	444				
NFDIPLCH_00159	CDS	369				hypothetical protein
NFDIPLCH_00159	gene	369				
NFDIPLCH_00160	CDS	855	bcrA			bacitracin transport ATP-binding protein BcrA
NFDIPLCH_00160	gene	855	bcrA			
NFDIPLCH_00161	CDS	732				hypothetical protein
NFDIPLCH_00161	gene	732				
NFDIPLCH_00162	CDS	681				ABC transporter ATP-binding protein
NFDIPLCH_00162	gene	681				
NFDIPLCH_00163	CDS	1284				hypothetical protein
NFDIPLCH_00163	gene	1284				
NFDIPLCH_00164	CDS	942		1.-.-.-		zinc-containing alcohol dehydrogenase
NFDIPLCH_00164	gene	942				
NFDIPLCH_00165	CDS	603		3.1.1.1		phospholipase/carboxylesterase
NFDIPLCH_00165	gene	603				
NFDIPLCH_00166	CDS	966				glyoxalase family protein
NFDIPLCH_00166	gene	966				
NFDIPLCH_00167	CDS	429	mhqR		COG1846	HTH-type transcriptional regulator MhqR
NFDIPLCH_00167	gene	429	mhqR			
NFDIPLCH_00168	CDS	795		1.1.1.100		3-oxoacyl-ACP reductase
NFDIPLCH_00168	gene	795				
NFDIPLCH_00169	CDS	645				hypothetical protein
NFDIPLCH_00169	gene	645				
NFDIPLCH_00170	CDS	723				hypothetical protein
NFDIPLCH_00170	gene	723				
NFDIPLCH_00171	CDS	1035				integral membrane protein
NFDIPLCH_00171	gene	1035				
NFDIPLCH_00172	CDS	822	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NFDIPLCH_00172	gene	822	pta			
NFDIPLCH_00173	CDS	1083	buk2	2.7.2.7	COG3426	putative butyrate kinase 2
NFDIPLCH_00173	gene	1083	buk2			
NFDIPLCH_00174	CDS	1410	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
NFDIPLCH_00174	gene	1410	pdhD_1			
NFDIPLCH_00175	CDS	987	pdhA_1	1.2.4.1		pyruvate dehydrogenase E1 component subunit alpha
NFDIPLCH_00175	gene	987	pdhA_1			
NFDIPLCH_00176	CDS	987	pdhB_1	1.2.4.1		transketolase
NFDIPLCH_00176	gene	987	pdhB_1			
NFDIPLCH_00177	CDS	1299		2.3.1.61		dihydrolipoamide S-succinyltransferase
NFDIPLCH_00177	gene	1299				
NFDIPLCH_00178	CDS	1053				membrane protein
NFDIPLCH_00178	gene	1053				
NFDIPLCH_00179	CDS	891				LysR family transcriptional regulator
NFDIPLCH_00179	gene	891				
NFDIPLCH_00180	CDS	942		1.1.1.169		2-dehydropantoate 2-reductase
NFDIPLCH_00180	gene	942				
NFDIPLCH_00181	CDS	852	ylqF			ribosome biogenesis GTP-binding protein YlqF
NFDIPLCH_00181	gene	852	ylqF			
NFDIPLCH_00182	CDS	768		3.1.26.4		ribonuclease HII
NFDIPLCH_00182	gene	768				
NFDIPLCH_00183	CDS	864	dprA			DNA processing protein DprA
NFDIPLCH_00183	gene	864	dprA			
NFDIPLCH_00184	CDS	654				hypothetical protein
NFDIPLCH_00184	gene	654				
NFDIPLCH_00185	CDS	2079	topA	5.99.1.2		DNA topoisomerase I
NFDIPLCH_00185	gene	2079	topA			
NFDIPLCH_00186	CDS	1308		2.1.1.74		glucose inhibited division protein
NFDIPLCH_00186	gene	1308				
NFDIPLCH_00187	CDS	900	xerC_2			site-specific tyrosine recombinase XerC-family protein
NFDIPLCH_00187	gene	900	xerC_2			
NFDIPLCH_00188	CDS	549	hslV	3.4.25.-		ATP-dependent protease HslVU, peptidase subunit
NFDIPLCH_00188	gene	549	hslV			
NFDIPLCH_00189	CDS	1404	hslU	3.4.25.-		ATP-dependent carboxylate-amine ligase
NFDIPLCH_00189	gene	1404	hslU			
NFDIPLCH_00190	CDS	783	codY			GTP-sensing transcriptional pleiotropic repressor CodY
NFDIPLCH_00190	gene	783	codY			
NFDIPLCH_00191	CDS	876		5.1.3.3		aldose 1-epimerase
NFDIPLCH_00191	gene	876				
NFDIPLCH_00192	CDS	630	plsY	2.3.1.15		acyl-phosphate glycerol 3-phosphate acyltransferase
NFDIPLCH_00192	gene	630	plsY			
NFDIPLCH_00193	CDS	960	btuF			Vitamin B12-binding protein
NFDIPLCH_00193	gene	960	btuF			
NFDIPLCH_00194	CDS	1008	fhuB_1			ferrichrome transport system permease FhuB
NFDIPLCH_00194	gene	1008	fhuB_1			
NFDIPLCH_00195	CDS	768	yclP_1	3.6.3.-		iron ABC transporter ATP-binding protein
NFDIPLCH_00195	gene	768	yclP_1			
NFDIPLCH_00196	CDS	444	pduV		COG4917	Propanediol utilization protein PduV
NFDIPLCH_00196	gene	444	pduV			
NFDIPLCH_00197	CDS	582	yvqK	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
NFDIPLCH_00197	gene	582	yvqK			
NFDIPLCH_00198	CDS	1131		1.1.1.1		aldehyde-alcohol dehydrogenase
NFDIPLCH_00198	gene	1131				
NFDIPLCH_00199	CDS	348	pduU		COG4810	Propanediol utilization protein PduU
NFDIPLCH_00199	gene	348	pduU			
NFDIPLCH_00200	CDS	582	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
NFDIPLCH_00200	gene	582	pdtaR			
NFDIPLCH_00201	CDS	1434				hypothetical protein
NFDIPLCH_00201	gene	1434				
NFDIPLCH_00202	CDS	1425				hypothetical protein
NFDIPLCH_00202	gene	1425				
NFDIPLCH_00203	CDS	1365	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
NFDIPLCH_00203	gene	1365	eutB			
NFDIPLCH_00204	CDS	912	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NFDIPLCH_00204	gene	912	eutC			
NFDIPLCH_00205	CDS	654	eutL		COG4816	Ethanolamine utilization protein EutL
NFDIPLCH_00205	gene	654	eutL			
NFDIPLCH_00206	CDS	519				hypothetical protein
NFDIPLCH_00206	gene	519				
NFDIPLCH_00207	CDS	1479		1.1.1.1		aldehyde-alcohol dehydrogenase
NFDIPLCH_00207	gene	1479				
NFDIPLCH_00208	CDS	291	pduA		COG4577	Propanediol utilization protein PduA
NFDIPLCH_00208	gene	291	pduA			
NFDIPLCH_00209	CDS	570				hypothetical protein
NFDIPLCH_00209	gene	570				
NFDIPLCH_00210	CDS	627	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
NFDIPLCH_00210	gene	627	pduL			
NFDIPLCH_00211	CDS	600				hypothetical protein
NFDIPLCH_00211	gene	600				
NFDIPLCH_00212	CDS	264	ccmL			Carbon dioxide concentrating mechanism protein CcmL
NFDIPLCH_00212	gene	264	ccmL			
NFDIPLCH_00213	CDS	1101				hypothetical protein
NFDIPLCH_00213	gene	1101				
NFDIPLCH_00214	CDS	444	eutQ		COG4766	Ethanolamine utilization protein EutQ
NFDIPLCH_00214	gene	444	eutQ			
NFDIPLCH_00215	CDS	429				CoA-binding protein
NFDIPLCH_00215	gene	429				
NFDIPLCH_00216	CDS	2058	parE	5.99.1.-		DNA topoisomerase IV subunit B
NFDIPLCH_00216	gene	2058	parE			
NFDIPLCH_00217	CDS	2463	parC	5.99.1.-		DNA topoisomerase IV subunit A
NFDIPLCH_00217	gene	2463	parC			
NFDIPLCH_00218	CDS	2247		2.3.1.54		formate acetyltransferase
NFDIPLCH_00218	gene	2247				
NFDIPLCH_00219	CDS	765		1.97.1.4		pyruvate formate-lyase activating enzyme
NFDIPLCH_00219	gene	765				
NFDIPLCH_00220	CDS	927	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
NFDIPLCH_00220	gene	927	ppaC			
NFDIPLCH_00221	CDS	885				hypothetical protein
NFDIPLCH_00221	gene	885				
NFDIPLCH_00222	CDS	552				hypothetical protein
NFDIPLCH_00222	gene	552				
NFDIPLCH_00223	CDS	1461		2.7.8.-		cardiolipin synthetase
NFDIPLCH_00223	gene	1461				
NFDIPLCH_00224	CDS	666	yeiL_1		COG0664	Regulatory protein YeiL
NFDIPLCH_00224	gene	666	yeiL_1			
NFDIPLCH_00225	CDS	924	phnD		COG3221	Phosphate-import protein PhnD
NFDIPLCH_00225	gene	924	phnD			
NFDIPLCH_00226	CDS	774	artM_1	3.6.3.-		amino acid ABC transporter ATP-binding protein
NFDIPLCH_00226	gene	774	artM_1			
NFDIPLCH_00227	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
NFDIPLCH_00227	gene	780	phnE			
NFDIPLCH_00228	CDS	783				hypothetical protein
NFDIPLCH_00228	gene	783				
NFDIPLCH_00229	CDS	819	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NFDIPLCH_00229	gene	819	cpdA			
NFDIPLCH_00230	CDS	1881		2.7.1.69		PTS system, beta-glucoside-specific IIABC component
NFDIPLCH_00230	gene	1881				
NFDIPLCH_00231	CDS	1410		3.2.1.86		6-phospho-beta-glucosidase
NFDIPLCH_00231	gene	1410				
NFDIPLCH_00232	CDS	162				hypothetical protein
NFDIPLCH_00232	gene	162				
NFDIPLCH_00233	CDS	984				LacI family transcription regulator
NFDIPLCH_00233	gene	984				
NFDIPLCH_00234	CDS	1473				Glycosyl hydrolase
NFDIPLCH_00234	gene	1473				
NFDIPLCH_00235	CDS	1674		3.2.1.1		alpha amylase
NFDIPLCH_00235	gene	1674				
NFDIPLCH_00236	CDS	1929		2.7.1.69		PTS system, trehalose/maltose-specific, IIBCA component
NFDIPLCH_00236	gene	1929				
NFDIPLCH_00237	CDS	846				helix-turn-helix domain-containing protein
NFDIPLCH_00237	gene	846				
NFDIPLCH_00238	CDS	1434	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
NFDIPLCH_00238	gene	1434	phrB			
NFDIPLCH_00239	CDS	1437	katA	1.11.1.6	COG0753	Vegetative catalase
NFDIPLCH_00239	gene	1437	katA			
NFDIPLCH_00240	CDS	1011				hypothetical protein
NFDIPLCH_00240	gene	1011				
NFDIPLCH_00241	CDS	426	rppH	3.6.1.-		RNA pyrophosphohydrolase
NFDIPLCH_00241	gene	426	rppH			
NFDIPLCH_00242	CDS	1779				ABC transporter ATP-binding protein/permease
NFDIPLCH_00242	gene	1779				
NFDIPLCH_00243	CDS	1749				ABC transporter ATP-binding protein/permease
NFDIPLCH_00243	gene	1749				
NFDIPLCH_00244	CDS	819				AraC family transcriptional regulator
NFDIPLCH_00244	gene	819				
NFDIPLCH_00245	CDS	528		2.3.1.-		GNAT family acetyltransferase
NFDIPLCH_00245	gene	528				
NFDIPLCH_00246	CDS	609		3.6.1.-		NUDIX family hydrolase
NFDIPLCH_00246	gene	609				
NFDIPLCH_00247	CDS	1341	nox	1.6.99.3		NADH oxidase
NFDIPLCH_00247	gene	1341	nox			
NFDIPLCH_00248	CDS	444	perR			Fur family transcriptional regulator
NFDIPLCH_00248	gene	444	perR			
