locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMDCKEIE_00028	CDS	513				DNA-3-methyladenine glycosylase I
KMDCKEIE_00028	gene	513				
KMDCKEIE_00029	CDS	675				HD domain-containing protein
KMDCKEIE_00029	gene	675				
KMDCKEIE_00030	CDS	936				cation diffusion facilitator family transporter
KMDCKEIE_00030	gene	936				
KMDCKEIE_00031	CDS	399				hypothetical protein
KMDCKEIE_00031	gene	399				
KMDCKEIE_00032	CDS	753	fabI	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase
KMDCKEIE_00032	gene	753	fabI			
KMDCKEIE_00033	CDS	1239		2.3.1.179		beta-ketoacyl-acyl-carrier-protein synthase II
KMDCKEIE_00033	gene	1239				
KMDCKEIE_00034	CDS	435	fabZ1_1	4.2.1.-		(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase
KMDCKEIE_00034	gene	435	fabZ1_1			
KMDCKEIE_00035	CDS	936	pyrDA	1.3.98.1		dihydroorotate dehydrogenase 1A
KMDCKEIE_00035	gene	936	pyrDA			
KMDCKEIE_00036	CDS	648				fibronectin-binding protein
KMDCKEIE_00036	gene	648				
KMDCKEIE_00037	CDS	561	efp			translation elongation factor P
KMDCKEIE_00037	gene	561	efp			
KMDCKEIE_00038	CDS	138				hypothetical protein
KMDCKEIE_00038	gene	138				
KMDCKEIE_00039	CDS	918	cysM	2.5.1.47		cysteine synthase A
KMDCKEIE_00039	gene	918	cysM			
KMDCKEIE_00040	CDS	1137	metB_1	2.5.1.48		cystathionine gamma-synthase
KMDCKEIE_00040	gene	1137	metB_1			
KMDCKEIE_00041	CDS	1431		3.2.1.86		6-phospho-beta-glucosidase
KMDCKEIE_00041	gene	1431				
KMDCKEIE_00042	CDS	1335		2.7.1.69		PTS system, lactose/cellobiose IIC component
KMDCKEIE_00042	gene	1335				
KMDCKEIE_00043	CDS	762	murR_1			HTH-type transcriptional regulator MurR
KMDCKEIE_00043	gene	762	murR_1			
KMDCKEIE_00044	CDS	543				riboflavin biosynthesis protein RibD protein
KMDCKEIE_00044	gene	543				
KMDCKEIE_00045	CDS	1368	ntpJ	3.6.3.14		V-type sodium ATP synthase subunit J
KMDCKEIE_00045	gene	1368	ntpJ			
KMDCKEIE_00046	CDS	1164	napA_1			transporter, monovalent cation:proton antiporter-2 family protein
KMDCKEIE_00046	gene	1164	napA_1			
KMDCKEIE_00047	CDS	441	copY			CopY/TcrY family copper transport repressor
KMDCKEIE_00047	gene	441	copY			
KMDCKEIE_00048	CDS	2487	copA	3.6.3.4		copper-translocating P-type ATPase
KMDCKEIE_00048	gene	2487	copA			
KMDCKEIE_00049	CDS	207				hypothetical protein
KMDCKEIE_00049	gene	207				
KMDCKEIE_00050	CDS	1371				hypothetical protein
KMDCKEIE_00050	gene	1371				
KMDCKEIE_00051	CDS	390				hypothetical protein
KMDCKEIE_00051	gene	390				
KMDCKEIE_00052	CDS	1329		3.4.22.40		Aminopeptidase C
KMDCKEIE_00052	gene	1329				
KMDCKEIE_00053	CDS	1215	xerC_1			site-specific tyrosine recombinase XerC-family protein
KMDCKEIE_00053	gene	1215	xerC_1			
KMDCKEIE_00054	CDS	531				hypothetical protein
KMDCKEIE_00054	gene	531				
KMDCKEIE_00055	CDS	678				hypothetical protein
KMDCKEIE_00055	gene	678				
KMDCKEIE_00056	CDS	363				hypothetical protein
KMDCKEIE_00056	gene	363				
KMDCKEIE_00057	CDS	213				hypothetical protein
KMDCKEIE_00057	gene	213				
KMDCKEIE_00058	CDS	297				hypothetical protein
KMDCKEIE_00058	gene	297				
KMDCKEIE_00059	CDS	273				hypothetical protein
KMDCKEIE_00059	gene	273				
KMDCKEIE_00060	CDS	195				hypothetical protein
KMDCKEIE_00060	gene	195				
KMDCKEIE_00061	CDS	147				hypothetical protein
KMDCKEIE_00061	gene	147				
KMDCKEIE_00062	CDS	804				hypothetical protein
KMDCKEIE_00062	gene	804				
KMDCKEIE_00063	CDS	588				hypothetical protein
KMDCKEIE_00063	gene	588				
KMDCKEIE_00064	CDS	210				hypothetical protein
KMDCKEIE_00064	gene	210				
KMDCKEIE_00065	CDS	291				hypothetical protein
KMDCKEIE_00065	gene	291				
KMDCKEIE_00066	CDS	612				hypothetical protein
KMDCKEIE_00066	gene	612				
KMDCKEIE_00067	CDS	1173				hypothetical protein
KMDCKEIE_00067	gene	1173				
KMDCKEIE_00068	CDS	330				hypothetical protein
KMDCKEIE_00068	gene	330				
KMDCKEIE_00069	CDS	594				hypothetical protein
KMDCKEIE_00069	gene	594				
KMDCKEIE_00070	CDS	210				hypothetical protein
KMDCKEIE_00070	gene	210				
KMDCKEIE_00071	CDS	1956		2.7.7.7		DNA polymerase I
KMDCKEIE_00071	gene	1956				
KMDCKEIE_00072	CDS	483				hypothetical protein
KMDCKEIE_00072	gene	483				
KMDCKEIE_00073	CDS	189				hypothetical protein
KMDCKEIE_00073	gene	189				
KMDCKEIE_00074	CDS	180				hypothetical protein
KMDCKEIE_00074	gene	180				
KMDCKEIE_00075	CDS	2433				hypothetical protein
KMDCKEIE_00075	gene	2433				
KMDCKEIE_00076	CDS	297				hypothetical protein
KMDCKEIE_00076	gene	297				
KMDCKEIE_00077	CDS	1362				phage-associated helicase
KMDCKEIE_00077	gene	1362				
KMDCKEIE_00078	CDS	519				hypothetical protein
KMDCKEIE_00078	gene	519				
KMDCKEIE_00079	CDS	420				hypothetical protein
KMDCKEIE_00079	gene	420				
KMDCKEIE_00080	CDS	1257				hypothetical protein
KMDCKEIE_00080	gene	1257				
KMDCKEIE_00081	CDS	1533				hypothetical protein
KMDCKEIE_00081	gene	1533				
KMDCKEIE_00082	CDS	1524				hypothetical protein
KMDCKEIE_00082	gene	1524				
KMDCKEIE_00083	CDS	213				hypothetical protein
KMDCKEIE_00083	gene	213				
KMDCKEIE_00084	CDS	300				hypothetical protein
KMDCKEIE_00084	gene	300				
KMDCKEIE_00085	CDS	249				hypothetical protein
KMDCKEIE_00085	gene	249				
KMDCKEIE_00086	CDS	573				hypothetical protein
KMDCKEIE_00086	gene	573				
KMDCKEIE_00087	CDS	864				hypothetical protein
KMDCKEIE_00087	gene	864				
KMDCKEIE_00088	CDS	534				hypothetical protein
KMDCKEIE_00088	gene	534				
KMDCKEIE_00089	CDS	345				hypothetical protein
KMDCKEIE_00089	gene	345				
KMDCKEIE_00090	CDS	432				hypothetical protein
KMDCKEIE_00090	gene	432				
KMDCKEIE_00091	CDS	384				hypothetical protein
KMDCKEIE_00091	gene	384				
KMDCKEIE_00092	CDS	960				hypothetical protein
KMDCKEIE_00092	gene	960				
KMDCKEIE_00093	CDS	441				hypothetical protein
KMDCKEIE_00093	gene	441				
KMDCKEIE_00094	CDS	258				hypothetical protein
KMDCKEIE_00094	gene	258				
KMDCKEIE_00095	CDS	3273				hypothetical protein
KMDCKEIE_00095	gene	3273				
KMDCKEIE_00096	CDS	876				hypothetical protein
KMDCKEIE_00096	gene	876				
KMDCKEIE_00097	CDS	1083				hypothetical protein
KMDCKEIE_00097	gene	1083				
KMDCKEIE_00098	CDS	1008				hypothetical protein
KMDCKEIE_00098	gene	1008				
KMDCKEIE_00099	CDS	531				hypothetical protein
KMDCKEIE_00099	gene	531				
KMDCKEIE_00100	CDS	255				hypothetical protein
KMDCKEIE_00100	gene	255				
KMDCKEIE_00101	CDS	204				holin
KMDCKEIE_00101	gene	204				
KMDCKEIE_00102	CDS	1260				hypothetical protein
KMDCKEIE_00102	gene	1260				
KMDCKEIE_00103	tRNA	74				tRNA-Met(cat)
KMDCKEIE_00103	gene	74				
KMDCKEIE_00104	CDS	621		1.5.1.30		Flavin reductase-like domain protein
KMDCKEIE_00104	gene	621				
KMDCKEIE_00105	CDS	975				glyoxalase family protein
KMDCKEIE_00105	gene	975				
KMDCKEIE_00106	CDS	336				SMR family multidrug resistance protein
KMDCKEIE_00106	gene	336				
KMDCKEIE_00107	CDS	312				SMR family multidrug resistance protein
KMDCKEIE_00107	gene	312				
KMDCKEIE_00108	CDS	1047	chiD	3.2.1.14		Chitinase D
KMDCKEIE_00108	gene	1047	chiD			
KMDCKEIE_00109	CDS	585				chitin binding protein
KMDCKEIE_00109	gene	585				
KMDCKEIE_00110	CDS	735		3.1.2.14		Acyl-ACP thioesterase
KMDCKEIE_00110	gene	735				
KMDCKEIE_00111	CDS	834				hypothetical protein
KMDCKEIE_00111	gene	834				
KMDCKEIE_00112	CDS	537				hypothetical protein
KMDCKEIE_00112	gene	537				
KMDCKEIE_00113	CDS	1353		2.7.2.4		aspartate kinase
KMDCKEIE_00113	gene	1353				
KMDCKEIE_00114	CDS	687		3.-.-.-		HAD superfamily hydrolase
KMDCKEIE_00114	gene	687				
KMDCKEIE_00115	CDS	1737	ezrA			septation ring formation regulator EzrA
KMDCKEIE_00115	gene	1737	ezrA			
KMDCKEIE_00116	CDS	1146		4.4.1.-		class V aminotransferase
KMDCKEIE_00116	gene	1146				
KMDCKEIE_00117	CDS	693				response regulator receiver domain-containing protein
KMDCKEIE_00117	gene	693				
KMDCKEIE_00118	CDS	1482	rcsC	2.7.13.3		Sensor histidine kinase RcsC
KMDCKEIE_00118	gene	1482	rcsC			
KMDCKEIE_00119	CDS	978				hypothetical protein
KMDCKEIE_00119	gene	978				
KMDCKEIE_00120	CDS	966				hypothetical protein
KMDCKEIE_00120	gene	966				
KMDCKEIE_00121	CDS	1044				hypothetical protein
KMDCKEIE_00121	gene	1044				
KMDCKEIE_00122	CDS	804				hypothetical protein
KMDCKEIE_00122	gene	804				
KMDCKEIE_00123	CDS	1212	dadD	3.5.4.31		5'-deoxyadenosine deaminase
KMDCKEIE_00123	gene	1212	dadD			
KMDCKEIE_00124	CDS	420				toxin-antitoxin system, toxin component, Fic family
KMDCKEIE_00124	gene	420				
KMDCKEIE_00125	CDS	240				hypothetical protein
KMDCKEIE_00125	gene	240				
KMDCKEIE_00126	CDS	813				hypothetical protein
KMDCKEIE_00126	gene	813				
KMDCKEIE_00127	CDS	1593	pucR_1		COG2508	Purine catabolism regulatory protein
KMDCKEIE_00127	gene	1593	pucR_1			
KMDCKEIE_00128	CDS	3012				hypothetical protein
KMDCKEIE_00128	gene	3012				
KMDCKEIE_00129	CDS	834				hypothetical protein
KMDCKEIE_00129	gene	834				
KMDCKEIE_00130	CDS	1254	exuT			Hexuronate transporter
KMDCKEIE_00130	gene	1254	exuT			
KMDCKEIE_00131	CDS	939	arcC_1	2.7.2.2		Carbamate kinase
KMDCKEIE_00131	gene	939	arcC_1			
KMDCKEIE_00132	CDS	1221				sodium/dicarboxylate symporter family protein
KMDCKEIE_00132	gene	1221				
KMDCKEIE_00133	CDS	1062	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
KMDCKEIE_00133	gene	1062	allD			
KMDCKEIE_00134	CDS	1356				hypothetical protein
KMDCKEIE_00134	gene	1356				
KMDCKEIE_00135	CDS	1224	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
KMDCKEIE_00135	gene	1224	atzC_1			
KMDCKEIE_00136	CDS	2295				hypothetical protein
KMDCKEIE_00136	gene	2295				
KMDCKEIE_00137	CDS	1368				hypothetical protein
KMDCKEIE_00137	gene	1368				
KMDCKEIE_00138	CDS	1128		2.1.1.13		methionine synthase
KMDCKEIE_00138	gene	1128				
KMDCKEIE_00139	CDS	1185				putative permease
KMDCKEIE_00139	gene	1185				
KMDCKEIE_00140	CDS	516				hypothetical protein
KMDCKEIE_00140	gene	516				
KMDCKEIE_00141	CDS	687				hypothetical protein
KMDCKEIE_00141	gene	687				
KMDCKEIE_00142	CDS	945				membrane protein
KMDCKEIE_00142	gene	945				
KMDCKEIE_00143	CDS	642		3.4.19.3		pyrrolidone-carboxylate peptidase
KMDCKEIE_00143	gene	642				
KMDCKEIE_00144	CDS	1404				Na+/H+ antiporter
KMDCKEIE_00144	gene	1404				
KMDCKEIE_00145	CDS	435				ArsR family transcriptional regulator
KMDCKEIE_00145	gene	435				
KMDCKEIE_00146	CDS	636		1.6.99.-		nitroreductase family protein
KMDCKEIE_00146	gene	636				
KMDCKEIE_00147	CDS	834		3.-.-.-		HAD superfamily hydrolase
KMDCKEIE_00147	gene	834				
KMDCKEIE_00148	CDS	1743		2.7.1.69		PTS system, mannitol-specific IICB component
KMDCKEIE_00148	gene	1743				
KMDCKEIE_00149	CDS	2034				transcriptional antiterminator bglG
KMDCKEIE_00149	gene	2034				
KMDCKEIE_00150	CDS	435		2.7.1.-		PTS system, mannitol-specific IIA component
KMDCKEIE_00150	gene	435				
KMDCKEIE_00151	CDS	1773		2.7.1.69		PTS system, mannitol-specific IICBA component
KMDCKEIE_00151	gene	1773				
KMDCKEIE_00152	CDS	438	mtlF	2.7.1.-		PTS system mannitol-specific transporter subunit IIA
KMDCKEIE_00152	gene	438	mtlF			
KMDCKEIE_00153	CDS	1155	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
KMDCKEIE_00153	gene	1155	mtlD			
KMDCKEIE_00154	CDS	1116		1.-.-.-		FAD dependent oxidoreductase
KMDCKEIE_00154	gene	1116				
KMDCKEIE_00155	CDS	639				hypothetical protein
KMDCKEIE_00155	gene	639				
KMDCKEIE_00156	CDS	1179				hypothetical protein
KMDCKEIE_00156	gene	1179				
KMDCKEIE_00157	CDS	711		3.6.3.-		ABC transporter ATP-binding protein/permease
KMDCKEIE_00157	gene	711				
KMDCKEIE_00158	CDS	1230	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
KMDCKEIE_00158	gene	1230	macB_1			
KMDCKEIE_00159	CDS	705				Urea transporter
KMDCKEIE_00159	gene	705				
KMDCKEIE_00160	CDS	1476				major facilitator superfamily transporter
KMDCKEIE_00160	gene	1476				
KMDCKEIE_00161	CDS	468				MerR family transcriptional regulator
KMDCKEIE_00161	gene	468				
KMDCKEIE_00162	CDS	753				IclR transcriptional regulator
KMDCKEIE_00162	gene	753				
KMDCKEIE_00163	CDS	648		4.1.3.16		keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
KMDCKEIE_00163	gene	648				
KMDCKEIE_00164	CDS	1008		2.7.1.45		2-dehydro-3-deoxygluconokinase
KMDCKEIE_00164	gene	1008				
KMDCKEIE_00165	CDS	840	kduI1	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
KMDCKEIE_00165	gene	840	kduI1			
KMDCKEIE_00166	CDS	789		1.1.1.69		gluconate 5-dehydrogenase
KMDCKEIE_00166	gene	789				
KMDCKEIE_00167	CDS	1107		3.2.1.-		Glycosyl Hydrolase Family 88
KMDCKEIE_00167	gene	1107				
KMDCKEIE_00168	CDS	906				TRAP dicarboxylate transporter subunit DctP
KMDCKEIE_00168	gene	906				
KMDCKEIE_00169	CDS	477				TRAP dicarboxylate transporter subunit DctQ
KMDCKEIE_00169	gene	477				
KMDCKEIE_00170	CDS	1296				TRAP dicarboxylate transporter subunit DctM
KMDCKEIE_00170	gene	1296				
KMDCKEIE_00171	CDS	873				AraC family transcriptional regulator
KMDCKEIE_00171	gene	873				
KMDCKEIE_00172	CDS	1485		2.7.1.5		rhamnulokinase
KMDCKEIE_00172	gene	1485				
KMDCKEIE_00173	CDS	1287	rhaA	5.3.1.14		L-rhamnose isomerase
KMDCKEIE_00173	gene	1287	rhaA			
KMDCKEIE_00174	CDS	849	rhaD	4.1.2.19		rhamnulose-1-phosphate aldolase
KMDCKEIE_00174	gene	849	rhaD			
KMDCKEIE_00175	CDS	312	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
KMDCKEIE_00175	gene	312	rhaM			
KMDCKEIE_00176	CDS	921				AraC family transcriptional regulator
KMDCKEIE_00176	gene	921				
KMDCKEIE_00177	CDS	837		4.2.99.18		AP endonuclease
KMDCKEIE_00177	gene	837				
KMDCKEIE_00178	CDS	201				hypothetical protein
KMDCKEIE_00178	gene	201				
KMDCKEIE_00179	CDS	1482				amino acid/peptide transporter
KMDCKEIE_00179	gene	1482				
KMDCKEIE_00180	CDS	600	lysM			peptidoglycan-binding protein LysM
KMDCKEIE_00180	gene	600	lysM			
KMDCKEIE_00181	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
KMDCKEIE_00181	gene	816	menB			
KMDCKEIE_00182	CDS	1518		6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 1
KMDCKEIE_00182	gene	1518				
KMDCKEIE_00183	CDS	1368	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
KMDCKEIE_00183	gene	1368	pchA			
KMDCKEIE_00184	CDS	1734	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KMDCKEIE_00184	gene	1734	menD			
KMDCKEIE_00185	CDS	825	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KMDCKEIE_00185	gene	825	menH			
KMDCKEIE_00186	CDS	1104	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
KMDCKEIE_00186	gene	1104	menC			
KMDCKEIE_00187	CDS	699	nagB_1	3.5.99.6		glucosamine-6-phosphate deaminase
KMDCKEIE_00187	gene	699	nagB_1			
KMDCKEIE_00188	CDS	1527				AMP-binding family protein
KMDCKEIE_00188	gene	1527				
KMDCKEIE_00189	CDS	402				peroxiredoxin, Ohr family protein
KMDCKEIE_00189	gene	402				
KMDCKEIE_00190	CDS	780				Sulfite exporter TauE/SafE
KMDCKEIE_00190	gene	780				
KMDCKEIE_00191	CDS	804		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IIC component
KMDCKEIE_00191	gene	804				
KMDCKEIE_00192	CDS	819		2.7.1.69		PTS system, mannose/fructose/sorbose-specific IID component
KMDCKEIE_00192	gene	819				
KMDCKEIE_00193	CDS	477		2.7.1.-		PTS system mannose-specific transporter subunit IIAB
KMDCKEIE_00193	gene	477				
KMDCKEIE_00194	CDS	852				RpiR family transcriptional regulator
KMDCKEIE_00194	gene	852				
KMDCKEIE_00195	CDS	891	murQ_1	4.2.1.126		N-acetylmuramic acid 6-phosphate etherase
KMDCKEIE_00195	gene	891	murQ_1			
KMDCKEIE_00196	CDS	990		3.5.2.6		Beta-lactamase
KMDCKEIE_00196	gene	990				
KMDCKEIE_00197	CDS	420	sorF		COG2893	PTS system sorbose-specific EIIA component
KMDCKEIE_00197	gene	420	sorF			
KMDCKEIE_00198	CDS	810				hypothetical protein
KMDCKEIE_00198	gene	810				
KMDCKEIE_00199	CDS	609	sodA	1.15.1.1		superoxide dismutase
KMDCKEIE_00199	gene	609	sodA			
KMDCKEIE_00200	CDS	981	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KMDCKEIE_00200	gene	981	dapF			
KMDCKEIE_00201	CDS	1209				transcriptional regulator
KMDCKEIE_00201	gene	1209				
KMDCKEIE_00202	CDS	702	nagB_2	3.5.99.6		glucosamine-6-phosphate deaminase
KMDCKEIE_00202	gene	702	nagB_2			
KMDCKEIE_00203	CDS	702				MgtC family protein
KMDCKEIE_00203	gene	702				
KMDCKEIE_00204	CDS	570	lemA		COG1704	Protein LemA
KMDCKEIE_00204	gene	570	lemA			
KMDCKEIE_00205	CDS	1287				hypothetical protein
KMDCKEIE_00205	gene	1287				
KMDCKEIE_00206	CDS	966		1.17.4.1		ribonucleotide-diphosphate reductase, beta subunit
KMDCKEIE_00206	gene	966				
KMDCKEIE_00207	CDS	2160		1.17.4.1		ribonucleoside-diphosphate reductase subunit alpha
KMDCKEIE_00207	gene	2160				
KMDCKEIE_00208	CDS	378	nrdI_1			putative flavoprotein NrdI
KMDCKEIE_00208	gene	378	nrdI_1			
KMDCKEIE_00209	CDS	225				glutaredoxin
KMDCKEIE_00209	gene	225				
KMDCKEIE_00210	CDS	474				ferrous iron transport protein A
KMDCKEIE_00210	gene	474				
KMDCKEIE_00211	CDS	2151				ferrous iron transport protein B
KMDCKEIE_00211	gene	2151				
KMDCKEIE_00212	CDS	138				hypothetical protein
KMDCKEIE_00212	gene	138				
KMDCKEIE_00213	tRNA	74				tRNA-Lys(ctt)
KMDCKEIE_00213	gene	74				
KMDCKEIE_00214	CDS	789				hypothetical protein
KMDCKEIE_00214	gene	789				
KMDCKEIE_00215	CDS	1383				hypothetical protein
KMDCKEIE_00215	gene	1383				
KMDCKEIE_00216	CDS	1188				hypothetical protein
KMDCKEIE_00216	gene	1188				
KMDCKEIE_00217	CDS	1890				hypothetical protein
KMDCKEIE_00217	gene	1890				
KMDCKEIE_00218	CDS	666		3.6.3.-		ABC transporter ATP-binding protein
KMDCKEIE_00218	gene	666				
KMDCKEIE_00219	CDS	93				hypothetical protein
KMDCKEIE_00219	gene	93				
KMDCKEIE_00220	CDS	93				hypothetical protein
KMDCKEIE_00220	gene	93				
KMDCKEIE_00221	CDS	288				hypothetical protein
KMDCKEIE_00221	gene	288				
KMDCKEIE_00222	CDS	459				hypothetical protein
KMDCKEIE_00222	gene	459				
KMDCKEIE_00223	CDS	963				hypothetical protein
KMDCKEIE_00223	gene	963				
KMDCKEIE_00224	CDS	741		1.1.1.100		3-oxoacyl-ACP reductase
KMDCKEIE_00224	gene	741				
KMDCKEIE_00225	CDS	1047				hypothetical protein
KMDCKEIE_00225	gene	1047				
KMDCKEIE_00226	CDS	726				hypothetical protein
KMDCKEIE_00226	gene	726				
KMDCKEIE_00227	CDS	438	fabZ1_2	4.2.1.-		(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase
KMDCKEIE_00227	gene	438	fabZ1_2			
KMDCKEIE_00228	CDS	1191		2.3.1.179		beta-ketoacyl-acyl-carrier-protein synthase II
KMDCKEIE_00228	gene	1191				
KMDCKEIE_00229	CDS	3111	grsB			Gramicidin S synthase 2
KMDCKEIE_00229	gene	3111	grsB			
KMDCKEIE_00230	CDS	465	accD_1	6.4.1.2		acetyl-CoA carboxylase, carboxyl transferase subunit beta
KMDCKEIE_00230	gene	465	accD_1			
KMDCKEIE_00231	CDS	708	accA_1	6.4.1.2		acetyl-CoA carboxylase, carboxyl transferase subunit alpha
KMDCKEIE_00231	gene	708	accA_1			
KMDCKEIE_00232	CDS	354	panD	4.1.1.11		Aspartate 1-decarboxylase
KMDCKEIE_00232	gene	354	panD			
KMDCKEIE_00233	CDS	1980				hypothetical protein
KMDCKEIE_00233	gene	1980				
KMDCKEIE_00234	CDS	609				LuxR family DNA-binding response regulator
KMDCKEIE_00234	gene	609				
KMDCKEIE_00235	CDS	840		1.1.1.-		oxidoreductase, aldo/keto reductase family protein
KMDCKEIE_00235	gene	840				
KMDCKEIE_00236	CDS	483	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
KMDCKEIE_00236	gene	483	cetB			
KMDCKEIE_00237	CDS	1446		2.7.8.-		cardiolipin synthetase
KMDCKEIE_00237	gene	1446				
KMDCKEIE_00238	CDS	1257	tyrS1_1	6.1.1.1		tyrosyl-tRNA synthetase
KMDCKEIE_00238	gene	1257	tyrS1_1			
KMDCKEIE_00239	CDS	1863		4.1.1.25		tyrosine decarboxylase
KMDCKEIE_00239	gene	1863				
KMDCKEIE_00240	CDS	1419				amino acid permease
KMDCKEIE_00240	gene	1419				
KMDCKEIE_00241	CDS	1407				Na+/H+ antiporter
KMDCKEIE_00241	gene	1407				
KMDCKEIE_00242	CDS	918				hypothetical protein
KMDCKEIE_00242	gene	918				
KMDCKEIE_00243	CDS	450	yehR		COG4808	putative lipoprotein YehR
KMDCKEIE_00243	gene	450	yehR			
KMDCKEIE_00244	CDS	507	yutG	3.1.3.27		phosphatidylglycerophosphatase A
KMDCKEIE_00244	gene	507	yutG			
KMDCKEIE_00245	CDS	954	ldhB	1.1.1.27		L-lactate dehydrogenase
KMDCKEIE_00245	gene	954	ldhB			
KMDCKEIE_00246	CDS	363				hypothetical protein
KMDCKEIE_00246	gene	363				
KMDCKEIE_00247	CDS	411				hypothetical protein
KMDCKEIE_00247	gene	411				
KMDCKEIE_00248	CDS	828				LysR family transcriptional regulator
KMDCKEIE_00248	gene	828				
KMDCKEIE_00249	CDS	969				C4-dicarboxylate transporter/malic acid transport protein
KMDCKEIE_00249	gene	969				
KMDCKEIE_00250	CDS	960		4.2.1.46		NAD-dependent epimerase/dehydratase
KMDCKEIE_00250	gene	960				
KMDCKEIE_00251	CDS	330	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
KMDCKEIE_00251	gene	330	ytcD_1			
KMDCKEIE_00252	CDS	618		1.6.99.-		nitroreductase family protein
KMDCKEIE_00252	gene	618				
KMDCKEIE_00253	CDS	1023		2.7.7.63		lipoyltransferase and lipoate-protein ligase A
KMDCKEIE_00253	gene	1023				
KMDCKEIE_00254	CDS	849	htpX	3.4.24.-		Protease HtpX
